Effect,solution,std.error,z.ratio
"vm(PLANT_ID, k_full)_J181.A",0.035879896061799074,6.075213598922252,0.005905948075334207
"vm(PLANT_ID, k_full)_J250.C",0.15141603018054095,5.9128470814754115,0.025607973298500838
"vm(PLANT_ID, k_full)_J251.C",0.28968626359405847,5.937651387030821,0.04878802151079449
"vm(PLANT_ID, k_full)_J352.A",0.891283416737418,3.435629528634904,0.2594236105228599
"vm(PLANT_ID, k_full)_J001.A",0.2871345353181145,5.728999417256488,0.05011949110227313
"vm(PLANT_ID, k_full)_J208.B",-0.13757787120872356,5.743672413868811,-0.023952945310133752
"vm(PLANT_ID, k_full)_J008.C",0.20691256972148997,5.972510756210419,0.03464415187638386
"vm(PLANT_ID, k_full)_J344.C",-0.6724583867123929,3.4304695117196227,-0.19602517510068282
"vm(PLANT_ID, k_full)_J004.B",0.2659073473266002,5.934447447329264,0.04480743147304624
"vm(PLANT_ID, k_full)_J301.A",0.271992723154415,6.076160210083024,0.0447639156556569
"vm(PLANT_ID, k_full)_J013.C",0.3218177502486298,6.481965250235251,0.049648175796213966
"vm(PLANT_ID, k_full)_J018.C",0.30306581003360195,6.047702417177389,0.05011255335130233
"vm(PLANT_ID, k_full)_J384.C",-4.603373776190644,3.4239358918182683,-1.3444684484866447
"vm(PLANT_ID, k_full)_J488.C",5.692528894473906,3.418905132297399,1.6650151654394405
"vm(PLANT_ID, k_full)_J022.C",0.3928199729622206,5.939514484649575,0.06613671436906961
"vm(PLANT_ID, k_full)_J428.B",0.23984182699625775,5.6616829946377685,0.04236228471700272
"vm(PLANT_ID, k_full)_J065.A",0.3325459029180186,6.028200474839283,0.055165037112818414
"vm(PLANT_ID, k_full)_J584.A",-0.033854895619997424,6.119964603675722,-0.005531877684335589
"vm(PLANT_ID, k_full)_J311.A",0.37646480248764574,5.93070238189811,0.06347727102892642
"vm(PLANT_ID, k_full)_J016.B",0.4543642457205608,6.255846286160663,0.07263034047459199
"vm(PLANT_ID, k_full)_J352.B",7.461282800103893,3.420559196048577,2.1813049774794577
"vm(PLANT_ID, k_full)_J001.B",0.16602274398524516,5.754890674983423,0.028848983127854708
"vm(PLANT_ID, k_full)_J208.C",-0.26130176737528216,5.782914662138691,-0.04518513286838736
"vm(PLANT_ID, k_full)_J008.D",0.38482098310793555,6.0757179331315605,0.06333753267403416
"vm(PLANT_ID, k_full)_J005.B",0.27593911571709484,5.919714138205709,0.04661358796638332
"vm(PLANT_ID, k_full)_J065.B",0.4112580200662039,6.050492430030926,0.06797099985200739
"vm(PLANT_ID, k_full)_J584.B",0.12132955323348833,6.086223358119406,0.019935113467636226
"vm(PLANT_ID, k_full)_J020.B",0.42270876938390506,6.06843283893528,0.06965699062726552
"vm(PLANT_ID, k_full)_J386.B",1.1292305219834753,5.159568993313562,0.21886140556447223
"vm(PLANT_ID, k_full)_J525.B",-0.004322479894964952,5.761852601721228,-7.50189252268221e-4
"vm(PLANT_ID, k_full)_J022.D",0.1351452589277782,5.95845575568737,0.02268125575972961
"vm(PLANT_ID, k_full)_J430.A",-0.27962744932071737,5.769271362599062,-0.04846841684956642
"vm(PLANT_ID, k_full)_J348.A",-2.6482305088437363,3.421292950219474,-0.7740437744957952
"vm(PLANT_ID, k_full)_J005.D",0.31065853296656476,5.872376633750414,0.05290167036989955
"vm(PLANT_ID, k_full)_J316.A",0.3670056681761819,6.011795565492322,0.06104759620949068
"vm(PLANT_ID, k_full)_J016.C",0.4024166606275073,6.283881104200277,0.06403950901593661
"vm(PLANT_ID, k_full)_J352.C",-0.3398605344971972,3.4338638252245084,-0.09897321262440478
"vm(PLANT_ID, k_full)_J003.B",0.032260794400968094,5.797921714126321,0.0055641997239056235
"vm(PLANT_ID, k_full)_J258.A",-10.596104676160552,3.4408540059837978,-3.0794984784979125
"vm(PLANT_ID, k_full)_J009.C",0.23349117336384448,5.936925509719021,0.039328634489620706
"vm(PLANT_ID, k_full)_J023.B",0.3552920200235372,6.271501445673574,0.05665182781208432
"vm(PLANT_ID, k_full)_J430.B",-0.2540904009327523,5.801354733223698,-0.0437984596042034
"vm(PLANT_ID, k_full)_J073.A",0.2906198385846557,5.958004496034583,0.048778049559727754
"vm(PLANT_ID, k_full)_J585.A",0.048704343508506255,5.8428070996286054,0.008335778107684252
"vm(PLANT_ID, k_full)_J020.C",0.37093235110351463,6.0206210900500725,0.06161031321445105
"vm(PLANT_ID, k_full)_J394.B",-4.018357626461805,3.4324930404978837,-1.1706819443045227
"vm(PLANT_ID, k_full)_J538.C",-0.3015140447511939,5.771137694447269,-0.05224516563541661
"vm(PLANT_ID, k_full)_J348.C",-0.5165966884158124,3.419482386072009,-0.1510745282736291
"vm(PLANT_ID, k_full)_J006.B",-0.3851257735449297,5.740872438279796,-0.06708488608402688
"vm(PLANT_ID, k_full)_J320.A",0.33109109372589995,5.948240927996474,0.05566201802074958
"vm(PLANT_ID, k_full)_J016.D",0.22558506610581838,5.80451497697824,0.038863723670372066
"vm(PLANT_ID, k_full)_J353.C",6.818816755909705,3.432753091189922,1.9863988392902576
"vm(PLANT_ID, k_full)_J003.D",0.28991314538376195,5.880202693809646,0.049303257129038526
"vm(PLANT_ID, k_full)_J030.C",0.34943511350170287,6.1032518913918095,0.057253922944677335
"vm(PLANT_ID, k_full)_J086.A",0.14904467823863204,5.785523525804588,0.02576165796817921
"vm(PLANT_ID, k_full)_J585.C",-0.03660357739635659,5.8337563383155135,-0.0062744439900494385
"vm(PLANT_ID, k_full)_J396.A",-4.007568256271901,3.4399625565146708,-1.1650034529248834
