Effect,solution,std.error,z.ratio
"vm(PLANT_ID, k_full)_J181.A",0.021826230554394727,9.92865153908595,0.002198307642127613
"vm(PLANT_ID, k_full)_J250.C",0.8370481969674628,9.663928927518574,0.08661572360946505
"vm(PLANT_ID, k_full)_J251.C",1.0212427923230476,9.704239063067783,0.10523677185671104
"vm(PLANT_ID, k_full)_J352.A",7.0981547266476825,5.459127428616572,1.3002361310416353
"vm(PLANT_ID, k_full)_J001.A",0.33409590823870405,9.363088943188028,0.03568223160816713
"vm(PLANT_ID, k_full)_J208.B",-0.5521296821035463,9.387415459765537,-0.05881594188197744
"vm(PLANT_ID, k_full)_J008.C",0.2973610667671072,9.760844525984755,0.030464686326627764
"vm(PLANT_ID, k_full)_J344.C",-5.736794766705774,5.452852282142648,-1.0520722861855252
"vm(PLANT_ID, k_full)_J004.B",0.8094917523793718,9.699007272209098,0.08346129966299093
"vm(PLANT_ID, k_full)_J301.A",0.9505654374172404,9.93008815724787,0.0957257803117722
"vm(PLANT_ID, k_full)_J013.C",0.909806871771156,10.593289740693388,0.08588520601642717
"vm(PLANT_ID, k_full)_J018.C",0.8525160857795542,9.88385128932454,0.08625343105883729
"vm(PLANT_ID, k_full)_J384.C",-3.0707387905083317,5.444894084339776,-0.5639666709661398
"vm(PLANT_ID, k_full)_J488.C",7.562901539789403,5.4369240206356855,1.3910257916212607
"vm(PLANT_ID, k_full)_J022.C",0.9981596727815988,9.707195740020172,0.10282677917644675
"vm(PLANT_ID, k_full)_J428.B",0.18370728790774352,9.245892195728892,0.01986907093645397
"vm(PLANT_ID, k_full)_J065.A",0.9287766632300182,9.851893391509327,0.09427392545989863
"vm(PLANT_ID, k_full)_J584.A",0.034931009940464136,10.001463116562219,0.0034925899874208503
"vm(PLANT_ID, k_full)_J311.A",1.1970561330819216,9.69306833380691,0.12349609967226788
"vm(PLANT_ID, k_full)_J016.B",0.8053160754617766,10.223622565851137,0.07877012969470205
"vm(PLANT_ID, k_full)_J352.B",11.526379155219937,5.440300564318647,2.1187026376480214
"vm(PLANT_ID, k_full)_J001.B",0.363699191782938,9.405479253313311,0.03866886332823668
"vm(PLANT_ID, k_full)_J208.C",-1.144697340930233,9.45153919520908,-0.12111226724960018
"vm(PLANT_ID, k_full)_J008.D",0.8778363809686166,9.92949518208495,0.08840694968586434
"vm(PLANT_ID, k_full)_J005.B",0.8469214972274739,9.675249590463473,0.08753484747951643
"vm(PLANT_ID, k_full)_J065.B",1.0971950734916718,9.888267683497187,0.11095928110065346
"vm(PLANT_ID, k_full)_J584.B",0.06589693135115288,9.946398699932578,0.006625205095749838
"vm(PLANT_ID, k_full)_J020.B",0.9089186177308125,9.917613829040361,0.09164690553582085
"vm(PLANT_ID, k_full)_J386.B",2.288001983638256,8.4110441138371,0.2720235386560676
"vm(PLANT_ID, k_full)_J525.B",-0.35160850265316146,9.415389307971777,-0.037344021702370105
"vm(PLANT_ID, k_full)_J022.D",0.6000988332010705,9.738309670480637,0.06162248413809708
"vm(PLANT_ID, k_full)_J430.A",-0.7709493969231432,9.426406185501168,-0.08178614222130028
"vm(PLANT_ID, k_full)_J348.A",0.0493880187297144,5.442143977048592,0.009075103293481539
"vm(PLANT_ID, k_full)_J005.D",0.7914823326415646,9.59773567343105,0.08246552724228352
"vm(PLANT_ID, k_full)_J316.A",0.9392331459894576,9.8253516104434,0.09559282794430923
"vm(PLANT_ID, k_full)_J016.C",0.9682177326716095,10.26943169528619,0.09428153002040363
"vm(PLANT_ID, k_full)_J352.C",-3.1797212469233957,5.456545205084558,-0.582735252327873
"vm(PLANT_ID, k_full)_J003.B",-0.08632742793355348,9.47548382535541,-0.009110608969913522
"vm(PLANT_ID, k_full)_J258.A",-16.528643988168263,5.4658333693779575,-3.023993391523627
"vm(PLANT_ID, k_full)_J009.C",0.7399108258811913,9.703145327583442,0.07625474017974594
"vm(PLANT_ID, k_full)_J023.B",0.8054845261943524,10.248935715829397,0.07859201662766682
"vm(PLANT_ID, k_full)_J430.B",-0.6392639710263641,9.47921632029215,-0.0674384832486513
"vm(PLANT_ID, k_full)_J073.A",0.8476959588045888,9.737366599720437,0.08705597659524562
"vm(PLANT_ID, k_full)_J585.A",0.13965302154277576,9.54843746812266,0.014625746045780331
"vm(PLANT_ID, k_full)_J020.C",0.906814849479162,9.839405818468574,0.09216154574873513
"vm(PLANT_ID, k_full)_J394.B",-7.396300153943237,5.456435502950593,-1.3555186623105235
"vm(PLANT_ID, k_full)_J538.C",-0.7392418781370811,9.429298957709337,-0.07839839222964518
"vm(PLANT_ID, k_full)_J348.C",1.10304898768027,5.439656538131331,0.2027791607701756
"vm(PLANT_ID, k_full)_J006.B",-1.699986282635325,9.382693914227717,-0.18118317598078115
"vm(PLANT_ID, k_full)_J320.A",0.881706211031898,9.721596005330344,0.09069562349108717
"vm(PLANT_ID, k_full)_J016.D",0.4536911100332436,9.485901193994934,0.04782793967118838
"vm(PLANT_ID, k_full)_J353.C",4.604841586193903,5.456710898726028,0.8438859363557248
"vm(PLANT_ID, k_full)_J003.D",0.8764670162201506,9.609253771137448,0.0912107263576205
"vm(PLANT_ID, k_full)_J030.C",0.7091128570223315,9.974339760644208,0.0710937138737023
"vm(PLANT_ID, k_full)_J086.A",0.24692508218201878,9.455755985168409,0.026113732478854887
"vm(PLANT_ID, k_full)_J585.C",-0.053573559435476745,9.533591784683084,-0.005619451791668845
"vm(PLANT_ID, k_full)_J396.A",0.1330872602267709,5.46517655338146,0.024351868402938605
