Effect,solution,std.error,z.ratio
"vm(PLANT_ID, k_full)_J181.A",-0.027267212009388555,3.4905674334852685,-0.007811684641245488
"vm(PLANT_ID, k_full)_J250.C",9.90185101507208,1.9315679386216387,5.126328107380997
"vm(PLANT_ID, k_full)_J251.C",-3.122621378957818,1.933528583413797,-1.6149858893963616
"vm(PLANT_ID, k_full)_J352.A",0.506619072962216,3.5197885941910942,0.14393451748730535
"vm(PLANT_ID, k_full)_J001.A",-0.24021792600081715,3.25758927049096,-0.07374101093002841
"vm(PLANT_ID, k_full)_J208.B",-1.5220234777251378,3.086139287608818,-0.4931804224897516
"vm(PLANT_ID, k_full)_J008.C",0.022700189057025595,3.4322167633857754,0.006613856472932252
"vm(PLANT_ID, k_full)_J344.C",0.5145775145678033,3.4265761495155727,0.15017250226309753
"vm(PLANT_ID, k_full)_J004.B",-4.0667034274190135,1.9323503764939705,-2.104537291418952
"vm(PLANT_ID, k_full)_J301.A",4.358760999808499,1.911509482677178,2.280271711602396
"vm(PLANT_ID, k_full)_J013.C",0.06346226541972136,1.935527676715833,0.03278809504155628
"vm(PLANT_ID, k_full)_J018.C",1.2397879356648016,1.9188793358482654,0.6460999983184129
"vm(PLANT_ID, k_full)_J384.C",0.5024028152222058,3.377924700406731,0.14873120622307304
"vm(PLANT_ID, k_full)_J488.C",0.4365251902890127,3.3546948254150424,0.13012366638595982
"vm(PLANT_ID, k_full)_J022.C",1.947594252455961,1.9326568588621975,1.0077289424272438
"vm(PLANT_ID, k_full)_J428.B",0.018545204639373324,3.3981831466521792,0.005457388209827266
"vm(PLANT_ID, k_full)_J065.A",-1.4149155200926287,1.9290963683485693,-0.7334602580294562
"vm(PLANT_ID, k_full)_J584.A",-0.11523831424342408,3.5213975847349253,-0.03272516421973371
"vm(PLANT_ID, k_full)_J311.A",-1.3519007647537487,1.9337574988681028,-0.6991056352955655
"vm(PLANT_ID, k_full)_J016.B",-0.8613301836662828,1.9252626060008966,-0.44738321981717316
"vm(PLANT_ID, k_full)_J352.B",0.552891272001834,3.3846337949782552,0.16335335090672226
"vm(PLANT_ID, k_full)_J001.B",-0.8718706284486563,1.8983919369573667,-0.45926797911185835
"vm(PLANT_ID, k_full)_J208.C",-0.2439866682221036,3.2884286078465874,-0.07419551929451106
"vm(PLANT_ID, k_full)_J008.D",0.008157208616919789,1.9302853413925662,0.004225908181551507
"vm(PLANT_ID, k_full)_J005.B",1.1865968974976664,1.9201794679743251,0.6179614547953975
"vm(PLANT_ID, k_full)_J065.B",4.319529833266099,1.9312278730028527,2.236675378214013
"vm(PLANT_ID, k_full)_J584.B",0.0272950477879694,3.504933801546406,0.007787607222688941
"vm(PLANT_ID, k_full)_J020.B",3.4120847165356065,1.9190098223122425,1.7780444252361025
"vm(PLANT_ID, k_full)_J386.B",0.49926158279140115,3.3533627824713363,0.14888385634895698
"vm(PLANT_ID, k_full)_J525.B",0.038724266742324404,3.3487091199628796,0.011563938626820374
"vm(PLANT_ID, k_full)_J022.D",-3.088588553430039,1.9158442989380278,-1.6121292085907375
"vm(PLANT_ID, k_full)_J430.A",-0.0890952086633421,3.3608345063255465,-0.026509847032233462
"vm(PLANT_ID, k_full)_J348.A",0.4600266216350936,3.413295809494848,0.13477490592975458
"vm(PLANT_ID, k_full)_J005.D",2.6355581851913743,1.9228084157036793,1.3706816361248626
"vm(PLANT_ID, k_full)_J316.A",0.9410114055889006,1.9335906841347557,0.4866652561526924
"vm(PLANT_ID, k_full)_J016.C",1.3916615053787786,1.9291877794884977,0.7213717193189778
"vm(PLANT_ID, k_full)_J352.C",0.4372617123804875,3.497330747731193,0.1250272690577379
"vm(PLANT_ID, k_full)_J003.B",-0.24223868896096837,3.27400336029809,-0.073988527897819
"vm(PLANT_ID, k_full)_J258.A",0.41309838314948694,3.514904331499272,0.11752763210294291
"vm(PLANT_ID, k_full)_J009.C",-2.490422938508967,1.9200154475580997,-1.2970848446434735
"vm(PLANT_ID, k_full)_J023.B",5.727285637234133,1.9234904565334463,2.9775482471360757
"vm(PLANT_ID, k_full)_J430.B",-0.02278629474333038,3.378393319815153,-0.006744713414415915
"vm(PLANT_ID, k_full)_J073.A",-0.4889070850573302,1.9333631211868565,-0.25287907879260624
"vm(PLANT_ID, k_full)_J585.A",-0.09595692901487299,3.36132663648236,-0.028547338414957567
"vm(PLANT_ID, k_full)_J020.C",-1.0640615218321434,1.93178447166812,-0.5508179289345426
"vm(PLANT_ID, k_full)_J394.B",0.48272505194926457,3.507541225670089,0.13762491183750625
"vm(PLANT_ID, k_full)_J538.C",-0.09692483181620665,3.3660188133379774,-0.02879509509338995
"vm(PLANT_ID, k_full)_J348.C",0.5161776371875223,3.394312194272572,0.15207134984769521
"vm(PLANT_ID, k_full)_J006.B",-0.16711532276793137,3.284644496416937,-0.05087775037762216
"vm(PLANT_ID, k_full)_J320.A",-0.3634481616239913,3.1709083823423585,-0.11461957199643566
"vm(PLANT_ID, k_full)_J016.D",-0.6357408410585487,1.8913648300250059,-0.3361280864306563
"vm(PLANT_ID, k_full)_J353.C",0.4694057256246338,3.428696844243657,0.13690499538117692
"vm(PLANT_ID, k_full)_J003.D",-1.1331419866595225,1.8970628895661727,-0.5973138755134542
"vm(PLANT_ID, k_full)_J030.C",1.2033475153831252,1.9131664781017241,0.628982124220108
"vm(PLANT_ID, k_full)_J086.A",-1.6986791793830842,1.8983161508459803,-0.894834708447311
"vm(PLANT_ID, k_full)_J585.C",-0.1526010074116067,3.3567047843780253,-0.04546155149592121
