"INDEX","CROSS","SITE","EFF","SE","TRAIT"
703,"add2","LINC",2.6445633878686,0.953170351525481,"HT"
703,"add2","MNHT",1.06441036034284,0.934616939904368,"HT"
703,"add2","OVTN",-0.505976488401878,0.748401348739008,"HT"
703,"add2","PKLE",1.12364409265795,0.990756642495469,"HT"
703,"add2","STIL",0.68880134609141,0.89216086266325,"HT"
703,"add2","TMPL",-1.16804789361959,0.871314985116384,"HT"
703,"dom","BRKG",NA,NA,"HT"
703,"dom","CLMB",NA,NA,"HT"
703,"dom","KBSM",NA,NA,"HT"
703,"dom","KING",NA,NA,"HT"
703,"dom","LINC",NA,NA,"HT"
703,"dom","MNHT",NA,NA,"HT"
703,"dom","OVTN",NA,NA,"HT"
703,"dom","PKLE",NA,NA,"HT"
703,"dom","STIL",NA,NA,"HT"
703,"dom","TMPL",NA,NA,"HT"
201,"add","BRKG",0.116010472047855,0.260907065150793,"PBN"
201,"add","CLMB",-0.421940010276557,0.243959762832677,"PBN"
201,"add","KBSM",-0.408994604482466,0.221932947800303,"PBN"
201,"add","KING",0.267358102993823,0.248681808994121,"PBN"
201,"add","LINC",-0.468348697416962,0.23897725539266,"PBN"
201,"add","MNHT",-0.835604504111737,0.278244283212888,"PBN"
201,"add","OVTN",-0.475867799302354,0.252524754546986,"PBN"
201,"add","PKLE",-0.424117035471731,0.316169911068644,"PBN"
201,"add","STIL",-0.512351298956269,0.3012472831564,"PBN"
201,"add","TMPL",-0.532496404247948,0.223492543799358,"PBN"
201,"add2","BRKG",-0.783580743337977,0.258765774346577,"PBN"
201,"add2","CLMB",-1.20919606475353,0.243425605799578,"PBN"
201,"add2","KBSM",-0.846941234297945,0.221319460457771,"PBN"
201,"add2","KING",-0.0703429477741615,0.247191370924101,"PBN"
201,"add2","LINC",-0.976792089248972,0.238365705770499,"PBN"
201,"add2","MNHT",-1.4812648037644,0.27699923996479,"PBN"
201,"add2","OVTN",-1.08483758428998,0.250948728258633,"PBN"
201,"add2","PKLE",-1.29704953810468,0.314945709288297,"PBN"
201,"add2","STIL",-1.07204312036739,0.300897443818421,"PBN"
201,"add2","TMPL",-0.552453169485147,0.222013334335968,"PBN"
201,"dom","BRKG",NA,NA,"PBN"
201,"dom","CLMB",NA,NA,"PBN"
201,"dom","KBSM",NA,NA,"PBN"
201,"dom","KING",NA,NA,"PBN"
201,"dom","LINC",NA,NA,"PBN"
201,"dom","MNHT",NA,NA,"PBN"
201,"dom","OVTN",NA,NA,"PBN"
201,"dom","PKLE",NA,NA,"PBN"
201,"dom","STIL",NA,NA,"PBN"
201,"dom","TMPL",NA,NA,"PBN"
367,"add","BRKG",-0.786884986268986,0.260464254939245,"PBN"
367,"add","CLMB",-0.704287323626902,0.243953338414792,"PBN"
367,"add","KBSM",-0.774126458677239,0.221711541547955,"PBN"
367,"add","KING",-0.166186913832359,0.247599582489419,"PBN"
367,"add","LINC",-0.683363846209154,0.238911761023831,"PBN"
367,"add","MNHT",-0.664699296034965,0.277709463445087,"PBN"
367,"add","OVTN",-0.964092131104345,0.252275003620895,"PBN"
367,"add","PKLE",0.0825291200080991,0.316873193652732,"PBN"
367,"add","STIL",-0.425222842674815,0.301124935538948,"PBN"
367,"add","TMPL",-0.562558555040338,0.2231065456104,"PBN"
367,"add2","BRKG",-0.0614175437598488,0.259975111379955,"PBN"
367,"add2","CLMB",-0.398683250043658,0.24369263628393,"PBN"
367,"add2","KBSM",-0.369563282354656,0.221848162039456,"PBN"
367,"add2","KING",-0.255252405924021,0.247600060795025,"PBN"
367,"add2","LINC",-0.142133755011565,0.238737540990876,"PBN"
367,"add2","MNHT",-0.2888832083392,0.277610424171484,"PBN"
367,"add2","OVTN",-0.43334412639695,0.251734501112185,"PBN"
367,"add2","PKLE",0.566837751395617,0.317127245390284,"PBN"
367,"add2","STIL",0.43888752741292,0.302217487618997,"PBN"
367,"add2","TMPL",0.115836937705184,0.222513602560724,"PBN"
367,"dom","BRKG",-0.0173711197352492,0.260462718011034,"PBN"
367,"dom","CLMB",0.00438874777900226,0.244073074918852,"PBN"
367,"dom","KBSM",0.144312491802217,0.221791011554742,"PBN"
367,"dom","KING",0.0743482053150711,0.247601155383992,"PBN"
367,"dom","LINC",0.144540198791017,0.238747985844975,"PBN"
367,"dom","MNHT",0.310586658903883,0.27786706166246,"PBN"
367,"dom","OVTN",-0.167685545552025,0.252216154294219,"PBN"
367,"dom","PKLE",-0.441047669052282,0.316981528147677,"PBN"
367,"dom","STIL",-0.920212208230903,0.302270003151833,"PBN"
367,"dom","TMPL",-0.335913453688574,0.223057905435844,"PBN"
451,"add","BRKG",-1.01993744525271,0.175836076963482,"PBN"
451,"add","CLMB",-1.01993744525271,0.175836076963482,"PBN"
451,"add","KBSM",-1.01993744525271,0.175836076963482,"PBN"
451,"add","KING",-1.01993744525271,0.175836076963482,"PBN"
451,"add","LINC",-1.01993744525271,0.175836076963482,"PBN"
451,"add","MNHT",-1.01993744525271,0.175836076963482,"PBN"
451,"add","OVTN",-1.01993744525271,0.175836076963482,"PBN"
451,"add","PKLE",-1.01993744525271,0.175836076963482,"PBN"
451,"add","STIL",-1.01993744525271,0.175836076963482,"PBN"
451,"add","TMPL",-1.01993744525271,0.175836076963482,"PBN"
451,"add2","BRKG",0.0206824532744398,0.180100347703018,"PBN"
451,"add2","CLMB",0.0206824532744398,0.180100347703018,"PBN"
451,"add2","KBSM",0.0206824532744398,0.180100347703018,"PBN"
451,"add2","KING",0.0206824532744398,0.180100347703018,"PBN"
451,"add2","LINC",0.0206824532744398,0.180100347703018,"PBN"
451,"add2","MNHT",0.0206824532744398,0.180100347703018,"PBN"
451,"add2","OVTN",0.0206824532744398,0.180100347703018,"PBN"
451,"add2","PKLE",0.0206824532744398,0.180100347703018,"PBN"
451,"add2","STIL",0.0206824532744398,0.180100347703018,"PBN"
451,"add2","TMPL",0.0206824532744398,0.180100347703018,"PBN"
451,"dom","BRKG",NA,NA,"PBN"
451,"dom","CLMB",NA,NA,"PBN"
451,"dom","KBSM",NA,NA,"PBN"
451,"dom","KING",NA,NA,"PBN"
451,"dom","LINC",NA,NA,"PBN"
451,"dom","MNHT",NA,NA,"PBN"
451,"dom","OVTN",NA,NA,"PBN"
451,"dom","PKLE",NA,NA,"PBN"
451,"dom","STIL",NA,NA,"PBN"
451,"dom","TMPL",NA,NA,"PBN"
578,"add","BRKG",-1.03113801658793,0.266494360424751,"PBN"
578,"add","CLMB",0.183967812589941,0.249409408847576,"PBN"
578,"add","KBSM",-0.581901816472184,0.227541223976187,"PBN"
578,"add","KING",0.335137024383319,0.253871970916078,"PBN"
578,"add","LINC",-0.374377366349716,0.244651435477891,"PBN"
578,"add","MNHT",-0.240994768141681,0.283728995358322,"PBN"
578,"add","OVTN",-0.347315677194361,0.258841995570041,"PBN"
578,"add","PKLE",-0.0509042583653742,0.322098358366448,"PBN"
578,"add","STIL",-0.575378242106351,0.309548649002361,"PBN"
578,"add","TMPL",-0.293226375284999,0.22889831114234,"PBN"
578,"add2","BRKG",0.0278003870321364,0.26471848163207,"PBN"
578,"add2","CLMB",-0.104236421107068,0.247817662871879,"PBN"
578,"add2","KBSM",0.120320107101145,0.225593214408808,"PBN"
578,"add2","KING",-0.220279925052497,0.251762176057894,"PBN"
578,"add2","LINC",-0.177398755451061,0.242678641177013,"PBN"
578,"add2","MNHT",0.0582228967390906,0.283141254034678,"PBN"
578,"add2","OVTN",-0.400705590450449,0.256924581290953,"PBN"
578,"add2","PKLE",-0.44887273651322,0.320246223508827,"PBN"
578,"add2","STIL",-0.201835290342072,0.308371669716971,"PBN"
578,"add2","TMPL",-0.389806085471653,0.226773437270899,"PBN"
578,"dom","BRKG",NA,NA,"PBN"
578,"dom","CLMB",NA,NA,"PBN"
578,"dom","KBSM",NA,NA,"PBN"
578,"dom","KING",NA,NA,"PBN"
578,"dom","LINC",NA,NA,"PBN"
578,"dom","MNHT",NA,NA,"PBN"
578,"dom","OVTN",NA,NA,"PBN"
578,"dom","PKLE",NA,NA,"PBN"
578,"dom","STIL",NA,NA,"PBN"
578,"dom","TMPL",NA,NA,"PBN"
120,"add","BRKG",1.22032121276177,0.192830146854093,"PL"
120,"add","CLMB",1.22032121276177,0.192830146854093,"PL"
120,"add","KBSM",1.22032121276177,0.192830146854093,"PL"
120,"add","KING",1.22032121276177,0.192830146854093,"PL"
120,"add","LINC",1.22032121276177,0.192830146854093,"PL"
120,"add","MNHT",1.22032121276177,0.192830146854093,"PL"
120,"add","OVTN",1.22032121276177,0.192830146854093,"PL"
120,"add","PKLE",1.22032121276177,0.192830146854093,"PL"
120,"add","STIL",1.22032121276177,0.192830146854093,"PL"
120,"add","TMPL",1.22032121276177,0.192830146854093,"PL"
120,"add2","BRKG",0.219052280016357,0.193252984279199,"PL"
120,"add2","CLMB",0.219052280016357,0.193252984279199,"PL"
120,"add2","KBSM",0.219052280016357,0.193252984279199,"PL"
120,"add2","KING",0.219052280016357,0.193252984279199,"PL"
120,"add2","LINC",0.219052280016357,0.193252984279199,"PL"
120,"add2","MNHT",0.219052280016357,0.193252984279199,"PL"
120,"add2","OVTN",0.219052280016357,0.193252984279199,"PL"
120,"add2","PKLE",0.219052280016357,0.193252984279199,"PL"
120,"add2","STIL",0.219052280016357,0.193252984279199,"PL"
120,"add2","TMPL",0.219052280016357,0.193252984279199,"PL"
120,"dom","BRKG",NA,NA,"PL"
120,"dom","CLMB",NA,NA,"PL"
120,"dom","KBSM",NA,NA,"PL"
120,"dom","KING",NA,NA,"PL"
120,"dom","LINC",NA,NA,"PL"
120,"dom","MNHT",NA,NA,"PL"
120,"dom","OVTN",NA,NA,"PL"
120,"dom","PKLE",NA,NA,"PL"
120,"dom","STIL",NA,NA,"PL"
120,"dom","TMPL",NA,NA,"PL"
261,"add","BRKG",0.0923992981051498,0.379769006098036,"PL"
261,"add","CLMB",0.0908857196442226,0.363518800273753,"PL"
261,"add","KBSM",-0.40308891260577,0.297559620082338,"PL"
261,"add","KING",-1.02296156267097,0.375471041077287,"PL"
261,"add","LINC",-0.815795737785577,0.339291799519737,"PL"
261,"add","MNHT",-0.168324581116485,0.426002714225613,"PL"
261,"add","OVTN",-0.735452744386549,0.346710879853487,"PL"
261,"add","PKLE",0.386091887218835,0.444654814884578,"PL"
261,"add","STIL",-0.3204624925132,0.344311930766775,"PL"
261,"add","TMPL",-0.432308873329214,0.316006253768062,"PL"
261,"add2","BRKG",-1.1937285070381,0.379109343991534,"PL"
261,"add2","CLMB",-0.449898015225726,0.362218671975463,"PL"
261,"add2","KBSM",-0.748259911445222,0.297041972694273,"PL"
261,"add2","KING",-0.548415935349714,0.374710467762317,"PL"
261,"add2","LINC",-1.14790831535893,0.338752916895021,"PL"
261,"add2","MNHT",-0.807833915378096,0.424887997558939,"PL"
261,"add2","OVTN",-0.603697948173948,0.345784825564104,"PL"
261,"add2","PKLE",-0.450759806597237,0.444361034428513,"PL"
261,"add2","STIL",-0.57728195962199,0.34381053826114,"PL"
261,"add2","TMPL",-0.191708669706499,0.314765161852362,"PL"
261,"dom","BRKG",-0.275999063356986,0.380715945816361,"PL"
261,"dom","CLMB",-1.54121004352649,0.364477400721303,"PL"
261,"dom","KBSM",-0.570934927392615,0.29900282030991,"PL"
261,"dom","KING",-0.356197685789066,0.375949255119336,"PL"
261,"dom","LINC",-1.21551662524443,0.341199680622865,"PL"
261,"dom","MNHT",0.0152504213050856,0.427185584794502,"PL"
261,"dom","OVTN",-0.345020895367108,0.34752635842684,"PL"
261,"dom","PKLE",-0.067490453373409,0.447425207309495,"PL"
261,"dom","STIL",0.0469698740757962,0.346546989323669,"PL"
261,"dom","TMPL",-0.412794286729603,0.316903853352278,"PL"
517,"add","BRKG",0.853315809291954,0.381684773268599,"PL"
517,"add","CLMB",-0.378542178066098,0.365669652089626,"PL"
517,"add","KBSM",0.221814693149743,0.300311376666937,"PL"
517,"add","KING",-1.4674034114844,0.376647727866658,"PL"
517,"add","LINC",0.5856358050327,0.341013281030218,"PL"
517,"add","MNHT",0.879767100676968,0.428405935498912,"PL"
517,"add","OVTN",0.338426710929446,0.348681844609022,"PL"
517,"add","PKLE",-0.106355838859131,0.445818617359729,"PL"
517,"add","STIL",-0.413470500474709,0.346045434337207,"PL"
517,"add","TMPL",-0.10655275066684,0.318222538432409,"PL"
517,"add2","BRKG",-0.804476692637457,0.381069826481478,"PL"
517,"add2","CLMB",-0.334992346201821,0.365082799378567,"PL"
517,"add2","KBSM",-0.303241658672905,0.298308410292453,"PL"
517,"add2","KING",-1.02077871772692,0.375283473031358,"PL"
517,"add2","LINC",-0.0182040677813545,0.340379233932061,"PL"
517,"add2","MNHT",-0.575272174917245,0.427867657828538,"PL"
517,"add2","OVTN",0.154614739195454,0.347275181252168,"PL"
517,"add2","PKLE",-0.368005768259623,0.444063831070743,"PL"
517,"add2","STIL",-0.174450801779677,0.345610595328982,"PL"
517,"add2","TMPL",-0.112278711559165,0.317372906414596,"PL"
517,"dom","BRKG",NA,NA,"PL"
517,"dom","CLMB",NA,NA,"PL"
517,"dom","KBSM",NA,NA,"PL"
517,"dom","KING",NA,NA,"PL"
517,"dom","LINC",NA,NA,"PL"
517,"dom","MNHT",NA,NA,"PL"
517,"dom","OVTN",NA,NA,"PL"
517,"dom","PKLE",NA,NA,"PL"
517,"dom","STIL",NA,NA,"PL"
517,"dom","TMPL",NA,NA,"PL"
650,"add","BRKG",-0.123862524161096,0.0985225684381757,"SBN"
650,"add","CLMB",-0.156397335517409,0.121625244108458,"SBN"
650,"add","KBSM",-0.0775554416721504,0.111196070386008,"SBN"
650,"add","KING",-0.00501024129994153,0.0983209284453688,"SBN"
650,"add","LINC",-0.368676911260098,0.0942208891899952,"SBN"
650,"add","MNHT",-0.108977217163985,0.119997378882844,"SBN"
650,"add","OVTN",-0.154658447800743,0.0978365938195615,"SBN"
650,"add","PKLE",-0.455175631147209,0.138060944545047,"SBN"
650,"add","STIL",-0.0386784287874078,0.12259569413251,"SBN"
650,"add","TMPL",0.0786096271058733,0.0843134180561516,"SBN"
650,"add2","BRKG",-0.14860954040538,0.0991144045487073,"SBN"
650,"add2","CLMB",0.060376363595032,0.122638973565865,"SBN"
650,"add2","KBSM",-0.123308668137253,0.111493209570763,"SBN"
650,"add2","KING",-0.367330159090648,0.0990610948627903,"SBN"
650,"add2","LINC",-0.242995134380803,0.0950038042761302,"SBN"
650,"add2","MNHT",0.0311424465318371,0.120988728790626,"SBN"
650,"add2","OVTN",-0.412214363529989,0.0985561264961237,"SBN"
650,"add2","PKLE",-0.272351026832601,0.138479427072966,"SBN"
650,"add2","STIL",-0.220966802719053,0.122950583364414,"SBN"
650,"add2","TMPL",-0.193181353547039,0.0849714261024179,"SBN"
211,"add","BRKG",7.72729710873349,2.26261577657855,"TC"
211,"add","CLMB",0.944104825286513,2.37044485219206,"TC"
211,"add","KBSM",6.254267625681,2.65440787611914,"TC"
211,"add","KING",12.8376968618415,3.0316858309141,"TC"
211,"add","LINC",14.0993788029876,3.81436506489764,"TC"
211,"add","MNHT",17.1547240045828,3.7449255019855,"TC"
211,"add","OVTN",9.05796531302367,3.07166097504851,"TC"
211,"add","PKLE",9.83804846707138,3.16319597725521,"TC"
211,"add","STIL",4.08575917321694,3.39353004121203,"TC"
211,"add","TMPL",16.8708222468252,3.64434474976929,"TC"
211,"add2","BRKG",0.842755994565159,2.3859323116872,"TC"
211,"add2","CLMB",-0.746988907264883,2.50546998936803,"TC"
211,"add2","KBSM",-0.423207131375354,2.79899480327882,"TC"
211,"add2","KING",-5.74846190023848,3.18008687191812,"TC"
211,"add2","LINC",-0.941361122063336,4.01214244230174,"TC"
211,"add2","MNHT",0.500283345846545,3.93202555546704,"TC"
211,"add2","OVTN",-0.974011932839081,3.23493811599707,"TC"
211,"add2","PKLE",-1.40345334384256,3.33607480311787,"TC"
211,"add2","STIL",1.15931077567469,3.57163360520553,"TC"
211,"add2","TMPL",1.01476209898054,3.82230190538304,"TC"
211,"dom","BRKG",-0.87626916707647,2.33991976332616,"TC"
211,"dom","CLMB",-6.50214440093838,2.44253576136593,"TC"
211,"dom","KBSM",-3.15037355211071,2.73564591505638,"TC"
211,"dom","KING",-3.14351036027292,3.12222547754858,"TC"
211,"dom","LINC",-11.9969600530117,3.92648251216324,"TC"
211,"dom","MNHT",-3.93728031743579,3.84938291028648,"TC"
211,"dom","OVTN",-6.59755201683236,3.16433411464573,"TC"
211,"dom","PKLE",-4.20842782624871,3.25777308622236,"TC"
211,"dom","STIL",-4.85002402189209,3.49779772302184,"TC"
211,"dom","TMPL",3.99065417184385,3.75909986331031,"TC"
510,"add","BRKG",-4.69611546577142,2.24467859549205,"TC"
510,"add","CLMB",-0.663352018469325,2.35538181219094,"TC"
510,"add","KBSM",0.681796173714159,2.64606609543845,"TC"
510,"add","KING",-8.29169502671622,3.01954178001711,"TC"
510,"add","LINC",-0.373005566393283,3.80344386307151,"TC"
510,"add","MNHT",-12.9837710159877,3.72972252252592,"TC"
510,"add","OVTN",-10.0594544429827,3.0645347032614,"TC"
510,"add","PKLE",-0.41450723050457,3.14819830686123,"TC"
510,"add","STIL",-4.85828112312886,3.38076710866987,"TC"
510,"add","TMPL",1.89222731903044,3.62630233650906,"TC"
510,"add2","BRKG",0.906801910380239,2.29322316916399,"TC"
510,"add2","CLMB",-1.0438154904566,2.40452663300658,"TC"
510,"add2","KBSM",-0.246635583069801,2.70587811865932,"TC"
510,"add2","KING",-7.17043329586109,3.09053606295429,"TC"
510,"add2","LINC",2.14176638037911,3.88266549710012,"TC"
510,"add2","MNHT",1.79369311181743,3.8061507132848,"TC"
510,"add2","OVTN",-5.05667008986498,3.12634561282904,"TC"
510,"add2","PKLE",-3.74850041976781,3.23055295649545,"TC"
510,"add2","STIL",-6.99994239407204,3.46677176192249,"TC"
510,"add2","TMPL",-3.1894596939557,3.70564660700208,"TC"
510,"dom","BRKG",NA,NA,"TC"
510,"dom","CLMB",NA,NA,"TC"
510,"dom","KBSM",NA,NA,"TC"
510,"dom","KING",NA,NA,"TC"
510,"dom","LINC",NA,NA,"TC"
510,"dom","MNHT",NA,NA,"TC"
510,"dom","OVTN",NA,NA,"TC"
510,"dom","PKLE",NA,NA,"TC"
510,"dom","STIL",NA,NA,"TC"
510,"dom","TMPL",NA,NA,"TC"
702,"add","BRKG",-1.41670167896501,2.2673915036407,"TC"
702,"add","CLMB",2.56733263364795,2.37673234527993,"TC"
702,"add","KBSM",4.1120254240318,2.66662577825161,"TC"
702,"add","KING",-6.68987686679345,3.0465772400857,"TC"
702,"add","LINC",5.25719780334648,3.83505687724055,"TC"
702,"add","MNHT",10.6586580848836,3.75989311540026,"TC"
702,"add","OVTN",-0.578954749937394,3.08944064146357,"TC"
702,"add","PKLE",-1.69466309070516,3.18198504272652,"TC"
702,"add","STIL",2.95711385935571,3.41786639922133,"TC"
702,"add","TMPL",-4.12444381505392,3.65557932690671,"TC"
702,"add2","BRKG",4.19203762600125,2.25220273357223,"TC"
702,"add2","CLMB",7.59586712390977,2.36115665859999,"TC"
702,"add2","KBSM",4.57492487778743,2.64185752288343,"TC"
702,"add2","KING",-5.52796843055651,3.02585346526984,"TC"
702,"add2","LINC",10.5386038932943,3.78501977449474,"TC"
702,"add2","MNHT",1.76421253172576,3.729091425924,"TC"
702,"add2","OVTN",-1.0190838953563,3.05819620000963,"TC"
702,"add2","PKLE",-7.17126034748329,3.15872373186173,"TC"
702,"add2","STIL",2.91453185739945,3.38081471310897,"TC"
702,"add2","TMPL",2.20932443136176,3.6244436751575,"TC"
702,"dom","BRKG",5.26047536312166,2.28368752524489,"TC"
702,"dom","CLMB",5.8316059797129,2.40685506618486,"TC"
702,"dom","KBSM",4.35208830847341,2.69113577231043,"TC"
702,"dom","KING",2.56271460554578,3.05328424044945,"TC"
702,"dom","LINC",12.8249613297671,3.8730327214666,"TC"
702,"dom","MNHT",8.51983337192816,3.77871381397879,"TC"
702,"dom","OVTN",5.16396173895108,3.09786129420417,"TC"
702,"dom","PKLE",9.40396187976824,3.21825755567375,"TC"
702,"dom","STIL",-0.601405740170591,3.44267083320719,"TC"
702,"dom","TMPL",9.55785408061002,3.65939504262702,"TC"
