Effect,solution,std.error,z.ratio
SITE_PKLE,-6.639951642641027e-7,8.675690923644779e-4,-7.653513364041662e-4
SITE_CLMB,5.422657145672866e-7,8.675690923630569e-4,6.250403793089039e-4
SITE_KBSM,1.2172944972401613e-7,8.675690923750591e-4,1.403109571259268e-4
"vm(PLANT_ID, k_full)_J181.A",0.9244182089718873,2.389860216606244,0.38680848467556855
"vm(PLANT_ID, k_full)_J250.C",0.7087509588112182,2.3330967201421826,0.30378121605178277
"vm(PLANT_ID, k_full)_J251.C",1.1349604987264,2.3294114011608995,0.48723059317077877
"vm(PLANT_ID, k_full)_J352.A",-0.010441369679457718,2.4199355906803253,-0.004314730408391696
"vm(PLANT_ID, k_full)_J001.A",5.252450428775477,1.3782037821817128,3.811084033205007
"vm(PLANT_ID, k_full)_J208.B",3.73046224505733,1.3775072228522853,2.7081253609204197
"vm(PLANT_ID, k_full)_J008.C",1.0135852579078377,2.3488898137187584,0.43151673270834756
"vm(PLANT_ID, k_full)_J344.C",-0.050682250129976285,2.354276105216097,-0.021527742654179553
"vm(PLANT_ID, k_full)_J004.B",1.1545753868487971,2.3283947806069203,0.4958675377840544
"vm(PLANT_ID, k_full)_J301.A",1.3957101207378226,2.3674716456545357,0.589536150643929
"vm(PLANT_ID, k_full)_J013.C",1.5026444624357123,2.5229075044436136,0.5956002983815676
"vm(PLANT_ID, k_full)_J018.C",1.5185086019849865,2.349506399976648,0.6463096257154605
"vm(PLANT_ID, k_full)_J384.C",0.005586076034947027,2.323436965051508,0.002404229647273082
"vm(PLANT_ID, k_full)_J488.C",-0.050764878340471914,2.309242423303232,-0.021983347364568084
"vm(PLANT_ID, k_full)_J022.C",1.1102423891526767,2.3337801624625722,0.47572706590374153
"vm(PLANT_ID, k_full)_J428.B",-2.0139117397258657,2.186208239820945,-0.921189346487327
"vm(PLANT_ID, k_full)_J065.A",1.2844754559903773,2.3525396379382952,0.5459952450008699
"vm(PLANT_ID, k_full)_J584.A",1.5008264145417916,2.264311650789663,0.662817953534969
"vm(PLANT_ID, k_full)_J311.A",0.7798043423780702,2.34088774420305,0.33312333934387484
"vm(PLANT_ID, k_full)_J016.B",1.4520128178173861,2.4328332604220817,0.5968402526548288
"vm(PLANT_ID, k_full)_J352.B",0.026963733701698682,2.325019793249658,0.011597206088302468
"vm(PLANT_ID, k_full)_J001.B",1.927444005230072,2.259013685935149,0.8532236954696363
"vm(PLANT_ID, k_full)_J208.C",1.5274682133888429,1.382196407824098,1.1051021437636614
"vm(PLANT_ID, k_full)_J008.D",1.5264709940788217,2.3579906550012697,0.6473609175851461
"vm(PLANT_ID, k_full)_J005.B",1.1650437645295355,2.323063663544629,0.501511767762689
"vm(PLANT_ID, k_full)_J065.B",1.313702240889907,2.3644089938589423,0.5556154812056517
"vm(PLANT_ID, k_full)_J584.B",1.5221155675565408,2.2904301167547265,0.6645544679237809
"vm(PLANT_ID, k_full)_J020.B",1.5049818961760466,2.3590726384803244,0.6379548775342209
"vm(PLANT_ID, k_full)_J386.B",-0.028686156291883244,2.306720017975077,-0.012435907291889287
"vm(PLANT_ID, k_full)_J525.B",-2.551254732243848,2.266783014693202,-1.1254957866309705
"vm(PLANT_ID, k_full)_J022.D",1.05374690823734,2.3415502830981607,0.4500210462459523
"vm(PLANT_ID, k_full)_J430.A",-1.8655998787744794,1.3997392325357756,-1.33281959625776
"vm(PLANT_ID, k_full)_J348.A",0.006651131366473503,2.3448128696154558,0.0028365297088992327
"vm(PLANT_ID, k_full)_J005.D",1.3334694382121124,2.295912634846198,0.580801472135041
"vm(PLANT_ID, k_full)_J316.A",1.127328158999433,2.3620632480627064,0.4772641714501226
"vm(PLANT_ID, k_full)_J016.C",1.4614284622194362,2.441126913662883,0.5986695956035238
"vm(PLANT_ID, k_full)_J352.C",-0.011518620199573153,2.4040681988895924,-0.0047913034267885795
"vm(PLANT_ID, k_full)_J003.B",1.4182750613974786,2.265486507589832,0.6260355365816455
"vm(PLANT_ID, k_full)_J258.A",-0.03534251724011153,2.4170679697052857,-0.014622061805080666
"vm(PLANT_ID, k_full)_J009.C",1.0599503684801066,2.3339366866555418,0.45414701030257265
"vm(PLANT_ID, k_full)_J023.B",1.531352196067633,2.4363182082451345,0.6285518003703864
"vm(PLANT_ID, k_full)_J430.B",-1.107066747653189,1.4004579129500474,-0.7905034042195288
"vm(PLANT_ID, k_full)_J073.A",1.1333328259578046,2.3385273707056684,0.4846352624112382
"vm(PLANT_ID, k_full)_J585.A",-1.7054192929834437,1.4002772239576398,-1.2179154697406083
"vm(PLANT_ID, k_full)_J020.C",1.3414055338520452,2.3422018736904544,0.5727113230160986
"vm(PLANT_ID, k_full)_J394.B",-0.032813819357764784,2.412576951822016,-0.01360114931587292
"vm(PLANT_ID, k_full)_J538.C",-2.7914613763195693,1.3981355606525008,-1.9965598865226004
"vm(PLANT_ID, k_full)_J348.C",0.01940462645853394,2.331261035728619,0.008323660954797009
"vm(PLANT_ID, k_full)_J006.B",-0.7187570136287136,1.3815490670782893,-0.5202544236439944
"vm(PLANT_ID, k_full)_J320.A",1.0911611530178646,2.338611245914652,0.46658509614371657
"vm(PLANT_ID, k_full)_J016.D",1.6001247443006839,2.2701468100607936,0.7048551825852325
"vm(PLANT_ID, k_full)_J353.C",-0.030690133235302956,2.359401987813617,-0.01300758980191524
"vm(PLANT_ID, k_full)_J003.D",1.4137349758083957,2.291014634129379,0.6170781079910634
"vm(PLANT_ID, k_full)_J030.C",1.4428220395172282,2.374696985117187,0.607581535058894
"vm(PLANT_ID, k_full)_J086.A",2.1743836164437607,2.141137105207353,1.0155275022582861
"vm(PLANT_ID, k_full)_J585.C",0.8310242758577587,1.399532297803107,0.5937871367186348
"vm(PLANT_ID, k_full)_J396.A",-0.05882154749544435,2.386062648748221,-0.024652138755159418
"vm(PLANT_ID, k_full)_J354.C",-0.009998431627769934,2.390045817157438,-0.004183363999130948
"vm(PLANT_ID, k_full)_J003.E",1.4181703775616732,2.3897506694010118,0.5934386359716497
"vm(PLANT_ID, k_full)_J296.A",1.4250079143266794,2.3754616589323345,0.5998867247418161
"vm(PLANT_ID, k_full)_J350.B",0.21337504473626814,2.380741920130653,0.08962544109970488
"vm(PLANT_ID, k_full)_J006.C",0.142262956069938,1.3962056340760005,0.10189255264256734
"vm(PLANT_ID, k_full)_J336.A",0.7222660102800436,2.352685838635512,0.30699636917903855
"vm(PLANT_ID, k_full)_J016.E",1.5552505734538749,2.4508411543901536,0.6345782837324968
"vm(PLANT_ID, k_full)_J021.C",1.9046188184711574,1.396740371539804,1.3636169307338448
"vm(PLANT_ID, k_full)_J026.B",1.2521034485719855,2.2691491491436975,0.5517942480971285
"vm(PLANT_ID, k_full)_J458.C",0.40348793600193683,2.3552513720791226,0.17131417087160156
"vm(PLANT_ID, k_full)_J586.A",8.020036515189075,1.4101778102296447,5.687251960008523
"vm(PLANT_ID, k_full)_J018.B",1.4985549136981977,2.359900540945106,0.6350076571862847
"vm(PLANT_ID, k_full)_J003.F",1.4143571739055667,2.319833048332825,0.6096805866792918
"vm(PLANT_ID, k_full)_J299.A",1.7395355010225104,2.2081105509511723,0.7877936638060006
"vm(PLANT_ID, k_full)_J013.B",1.4931414341968372,2.403796928503877,0.621159556571265
"vm(PLANT_ID, k_full)_J350.C",-0.05157054597573358,2.3637122625616507,-0.021817607325793745
"vm(PLANT_ID, k_full)_J008.B",1.6557821657307965,2.3360772012244304,0.7087874342778293
"vm(PLANT_ID, k_full)_J204.A",0.9814776927764752,1.4294496705092548,0.6866122767560012
"vm(PLANT_ID, k_full)_J461.C",0.3249153733453801,2.4359229648648806,0.1333849132472065
"vm(PLANT_ID, k_full)_J022.B",1.0934722459824515,2.3401630648036353,0.4672632699953349
"vm(PLANT_ID, k_full)_J425.A",0.6852289949680085,1.3994828905227361,0.4896301338218298
"vm(PLANT_ID, k_full)_J045.C",-0.019276247420077892,2.393580338010849,-0.008053311231699514
"vm(PLANT_ID, k_full)_J026.C",1.2778521788535886,1.3985134020011118,0.9137217970347149
"vm(PLANT_ID, k_full)_J587.A",1.0471238452767273,2.365083585330803,0.44274284924702423
"vm(PLANT_ID, k_full)_J537.C",-1.966438105191471,2.280403570758086,-0.8623202184066736
"vm(PLANT_ID, k_full)_J596.C",2.3650359257915348,1.406367994285137,1.681662221695889
"vm(PLANT_ID, k_full)_J601.A",0.36667845841376223,1.4049959015345044,0.2609818704903583
"vm(PLANT_ID, k_full)_J597.A",-0.6777980389299495,1.4022479721592576,-0.48336531939228927
"vm(PLANT_ID, k_full)_J601.B",3.068768467612748,1.4124531915143599,2.1726514450525416
"vm(PLANT_ID, k_full)_J597.B",1.7035598552303703,1.396070815565716,1.2202531821711735
"vm(PLANT_ID, k_full)_J602.A",0.7991266017733463,2.3080854206185673,0.346229214323957
"vm(PLANT_ID, k_full)_J597.C",1.7024484057787557,1.4165049927629967,1.2018654466286105
"vm(PLANT_ID, k_full)_J602.B",6.830417942261141,1.406862542839137,4.85507129109922
"vm(PLANT_ID, k_full)_J598.A",-0.16922610195022023,1.4040257236858575,-0.12052920334391506
"vm(PLANT_ID, k_full)_J598.B",-0.9517122415683379,1.4240840020693093,-0.6682978252584981
"vm(PLANT_ID, k_full)_J599.B",-1.124527235179356,1.4065351973312736,-0.79950166715558
"vm(PLANT_ID, k_full)_J599.C",0.6968621897939753,1.404647121351087,0.496111926761851
"vm(PLANT_ID, k_full)_J600.A",1.1415504262531055,1.4055378224540809,0.8121805105606826
"vm(PLANT_ID, k_full)_J600.B",0.27323401112731177,1.4031489858726862,0.1947291512721112
"vm(PLANT_ID, k_full)_J646.A",-3.6855120107267703,1.4081762133521225,-2.61722359444882
"vm(PLANT_ID, k_full)_J646.B",-3.166293034347813,2.300318581018116,-1.3764584873050143
"vm(PLANT_ID, k_full)_J646.C",-2.2768441486529665,1.4163274855835408,-1.6075689922199627
"vm(PLANT_ID, k_full)_J647.B",-4.822564268173076,1.3994196557972727,-3.4461172874019557
"vm(PLANT_ID, k_full)_J647.C",-4.45137910021993,1.400830843376212,-3.1776706811305213
"vm(PLANT_ID, k_full)_J649.A",-1.7912045864281487,2.2470663226542196,-0.7971302708646312
"vm(PLANT_ID, k_full)_J649.B",-1.1395315121505154,1.376948457227507,-0.8275774638979356
"vm(PLANT_ID, k_full)_J649.C",-2.474015090627246,1.390878466297365,-1.7787428237445368
"vm(PLANT_ID, k_full)_J650.A",1.011464717296253,2.3461988497646815,0.43110783955831394
"vm(PLANT_ID, k_full)_J650.B",0.9612475449963184,2.3698151030386128,0.4056213262223674
"vm(PLANT_ID, k_full)_J650.C",0.8993319410259661,2.3175945837565464,0.38804541024092987
"vm(PLANT_ID, k_full)_J651.A",1.4561473833612444,2.371202162458955,0.6140966832837266
"vm(PLANT_ID, k_full)_J651.C",1.4157344576086985,2.400654711004254,0.5897284816176089
"vm(PLANT_ID, k_full)_J652.B",1.52170884510523,2.375359028902285,0.6406226707583027
"vm(PLANT_ID, k_full)_J209.A",0.8406843618681044,2.368828906436646,0.354894504868534
"vm(PLANT_ID, k_full)_J210.A",0.947425123099207,2.5093756292267124,0.3775541262394283
"vm(PLANT_ID, k_full)_J211.A",1.0796905473573888,2.3309894785026604,0.4631897987162693
"vm(PLANT_ID, k_full)_J215.A",0.7145423761620596,2.3266233060394805,0.3071156273158791
"vm(PLANT_ID, k_full)_J216.A",1.0896190397775183,2.3352198181451636,0.4666023435185598
"vm(PLANT_ID, k_full)_J218.A",1.0466801850127296,2.338910051882088,0.44750766886930127
"vm(PLANT_ID, k_full)_J219.A",0.7996976398528522,2.356788220607784,0.3393167162243458
"vm(PLANT_ID, k_full)_J220.A",0.7436225735414287,2.32063724310858,0.3204389551834127
"vm(PLANT_ID, k_full)_J222.A",1.0390641973346468,2.3299878581488085,0.44595262318671075
"vm(PLANT_ID, k_full)_J224.A",0.9551001801569684,2.3371121069727887,0.40866682317353153
"vm(PLANT_ID, k_full)_J225.A",0.8195741678691121,2.342777285494144,0.3498301665052406
"vm(PLANT_ID, k_full)_J226.A",1.015663301786911,2.3505012361141078,0.4321049851758531
"vm(PLANT_ID, k_full)_J228.A",0.9327285052295337,2.3599889356844503,0.3952257958188356
"vm(PLANT_ID, k_full)_J229.A",1.0044149553967652,2.3865861436169133,0.4208584542750075
"vm(PLANT_ID, k_full)_J230.A",0.9819894767214322,2.3558569989394558,0.4168289828981546
"vm(PLANT_ID, k_full)_J231.A",0.8574578687424994,2.295003894313972,0.3736193523971395
"vm(PLANT_ID, k_full)_J234.A",0.7089118434734664,2.3739352139110603,0.29862307923118653
"vm(PLANT_ID, k_full)_J235.A",1.0307325956690756,2.3347962426364806,0.44146575912986724
"vm(PLANT_ID, k_full)_J237.A",0.969007697807433,2.329660694890852,0.4159437037043853
"vm(PLANT_ID, k_full)_J238.A",1.0140496696997632,2.3507511018192004,0.43137262337769827
"vm(PLANT_ID, k_full)_J240.A",0.8069620616273081,2.3531093160676786,0.34293437033169216
"vm(PLANT_ID, k_full)_J246.A",1.1913607612172166,2.3722399887420873,0.5022092060124793
"vm(PLANT_ID, k_full)_J206.A",1.7435662265252356,2.4063245105425826,0.7245765144669092
