SITE,YEAR,LINE,FL50,TC,BIOMASS
KING,2016,175,111,131,0.297301855
KING,2016,283,111,176,0.297046414
KING,2016,39,111,21,NA
KING,2016,265,127,87,0.089
KING,2016,238,127,33,0.165
KING,2016,133,123,164,0.032
KING,2016,201,111,93,0.318058252
KING,2016,197,111,184,0.16
KING,2016,AP13,144,184,1.14026465
KING,2016,400,113,31,0.217232376
KING,2016,165,111,73,0.06
KING,2016,253,111,204,0.561643836
KING,2016,171,111,84,0.077
KING,2016,312,120,129,0.349399657
KING,2016,100,111,103,0.062
KING,2016,382,113,172,0.362546468
KING,2016,169,111,65,0.112
KING,2016,319,111,149,0.225735797
KING,2016,187,111,161,0.237830688
KING,2016,249,113,237,0.391883117
KING,2016,125,111,106,0.107
KING,2016,209,113,143,0.321482098
KING,2016,AP13,144,216,1.505822268
KING,2016,45,111,61,0.054
KING,2016,41,111,139,0.19009901
KING,2016,270,113,126,0.190435707
KING,2016,1,111,34,0.033
KING,2016,239,111,102,0.216302521
KING,2016,32,111,203,0.394315245
KING,2016,AxD,113,60,0.067
KING,2016,224,120,205,0.50028169
KING,2016,177,111,67,0.118
KING,2016,AP13,144,232,1.526431718
KING,2016,350,120,114,0.243088235
KING,2016,AxD,111,35,NA
KING,2016,56,117,79,0.117
KING,2016,338,111,79,0.093
KING,2016,DAC,120,41,NA
KING,2016,183,111,67,0.106
KING,2016,VxW,134,50,0.143
KING,2016,292,111,178,0.217180984
KING,2016,143,111,167,0.458105263
KING,2016,386,111,52,NA
KING,2016,AxD,111,134,0.122
KING,2016,212,111,74,0.052
KING,2016,WBC,239,461,4.11491421
KING,2016,191,111,396,0.715924827
KING,2016,349,111,115,0.17443609
KING,2016,16,113,66,0.07
KING,2016,298,113,118,0.182539683
KING,2016,71,111,164,0.168167539
KING,2016,255,123,41,0.029
KING,2016,147,111,103,0.111
KING,2016,225,144,47,0.106
KING,2016,157,111,118,0.233564014
KING,2016,259,111,137,0.199672131
KING,2016,20,111,121,0.227748691
KING,2016,332,111,33,0.039
KING,2016,81,111,123,0.195203837
KING,2016,334,111,171,0.388672566
KING,2016,116,111,109,0.134
KING,2016,257,113,125,0.187989556
KING,2016,12,113,76,0.058
KING,2016,402,130,146,0.342196532
KING,2016,76,123,45,NA
KING,2016,219,123,48,0.053
KING,2016,DAC,111,NA,NA
KING,2016,145,120,NA,NA
KING,2016,242,113,57,0.046
KING,2016,93,113,167,0.29375
KING,2016,VxW,113,179,0.483801296
KING,2016,232,111,147,0.172375691
KING,2016,91,148,129,0.524912281
KING,2016,372,111,149,0.170873786
KING,2016,80,111,142,0.146262189
KING,2016,341,113,45,0.049
KING,2016,69,117,88,0.09
KING,2016,AxD,111,93,0.052
KING,2016,236,113,79,0.1
KING,2016,33,113,119,0.148
KING,2016,257,117,54,0.07
KING,2016,19,113,61,0.053
KING,2016,402,132,97,0.197914253
KING,2016,AP13,130,117,0.572272453
KING,2016,76,113,3,NA
KING,2016,302,111,108,0.086
KING,2016,67,123,54,0.038
KING,2016,278,113,240,0.439481555
KING,2016,174,111,79,0.126
KING,2016,391,113,48,0.094
KING,2016,63,113,124,0.170040486
KING,2016,311,111,46,0.051
KING,2016,AP13,144,233,1.574795918
KING,2016,154,127,110,0.156716418
KING,2016,172,130,14,NA
KING,2016,130,111,170,0.312962963
KING,2016,301,111,47,0.076
KING,2016,142,111,99,0.079
KING,2016,392,117,43,0.049
KING,2016,AxD,111,82,0.081
KING,2016,151,120,4,NA
KING,2016,384,111,81,0.081
KING,2016,195,111,45,NA
KING,2016,330,111,145,0.137
KING,2016,186,125,73,0.129
KING,2016,282,139,127,0.131
KING,2016,523,NA,65,0.074
KING,2016,AP13,125,125,0.641269841
KING,2016,391,113,33,0.034
KING,2016,55,111,62,0.154393305
KING,2016,375,117,65,0.106
KING,2016,55,113,59,0.106
KING,2016,378,111,22,NA
KING,2016,31,111,119,0.109
KING,2016,284,123,92,0.197746479
KING,2016,AP13,158,231,1.833553026
KING,2016,152,111,45,0.046
KING,2016,302,111,62,0.05
KING,2016,103,113,86,0.135
KING,2016,355,137,90,0.179976985
KING,2016,103,113,53,0.065
KING,2016,182,111,35,NA
KING,2016,228,111,28,NA
KING,2016,57,111,26,0.022
KING,2016,254,111,107,0.139
KING,2016,178,120,115,0.279539852
KING,2016,337,130,50,0.05
KING,2016,190,111,33,0.043
KING,2016,214,113,93,0.222170362
KING,2016,144,117,17,NA
KING,2016,322,117,213,0.68230834
KING,2016,85,111,93,0.13
KING,2016,VxW,111,96,0.323353293
KING,2016,366,111,98,0.226822917
KING,2016,13,111,23,NA
KING,2016,371,113,53,0.088
KING,2016,WBC,228,434,2.556485356
KING,2016,119,123,141,0.190975866
KING,2016,261,123,20,NA
KING,2016,118,111,40,0.03
KING,2016,227,127,52,0.091
KING,2016,382,111,106,0.147
KING,2016,54,120,189,0.320151134
KING,2016,VxW,113,149,0.336842105
KING,2016,250,111,130,0.237329287
KING,2016,170,127,74,0.146
KING,2016,WBC,228,517,4.455836281
KING,2016,308,113,138,0.250331858
KING,2016,86,111,88,0.129
KING,2016,VS16,134,33,0.023
KING,2016,356,113,105,0.12
KING,2016,28,113,149,0.293038674
KING,2016,AxD,111,124,0.111
KING,2016,346,113,90,0.083
KING,2016,140,132,194,0.537367491
KING,2016,256,125,52,0.064
KING,2016,102,111,66,0.074
KING,2016,307,111,209,0.129
KING,2016,AP13,123,114,0.521826809
KING,2016,4,111,66,0.052
KING,2016,296,117,70,0.039
KING,2016,39,113,51,0.031
KING,2016,213,123,63,0.033
KING,2016,241,113,159,0.247089041
KING,2016,VS16,127,NA,NA
KING,2016,343,111,56,NA
KING,2016,27,113,23,NA
KING,2016,AxD,111,117,0.096
KING,2016,277,113,219,0.470718232
KING,2016,782,NA,50,0.065
KING,2016,323,113,183,0.195815451
KING,2016,315,127,91,0.118
KING,2016,8,117,154,0.267073171
KING,2016,276,111,NA,NA
KING,2016,189,111,43,0.06
KING,2016,370,111,55,0.055
KING,2016,123,113,199,0.362599772
KING,2016,293,111,102,0.093
KING,2016,176,120,82,0.176
KING,2016,205,117,32,NA
KING,2016,AxD,117,84,0.068
KING,2016,132,117,97,0.149
KING,2016,291,127,80,0.191
KING,2016,67,113,114,0.108
KING,2016,285,113,244,0.411942175
KING,2016,VxW,123,112,0.25
KING,2016,23,113,96,0.319398496
KING,2016,373,111,133,0.133711691
KING,2016,188,113,117,0.328608247
KING,2016,AP13,151,269,1.815871711
KING,2016,332,111,33,0.038
KING,2016,96,111,140,0.143
KING,2016,397,111,143,0.313778409
KING,2016,VxW,117,72,0.18694362
KING,2016,WBC,228,478,3.892993631
KING,2016,25,127,29,NA
KING,2016,264,113,68,0.086
KING,2016,105,134,111,0.166
KING,2016,AxD,111,73,0.058
KING,2016,216,111,51,0.036
KING,2016,106,120,171,0.182
KING,2016,348,139,58,0.095
KING,2016,90,130,65,0.157714844
KING,2016,310,113,60,0.041
KING,2016,200,113,94,0.143863179
KING,2016,340,113,115,0.142037303
KING,2016,249,NA,NA,0.079
KING,2016,313,117,84,0.102
KING,2016,320,117,95,0.259701493
KING,2016,223,113,194,0.261480787
KING,2016,104,113,135,0.282492582
KING,2016,359,123,141,0.122
KING,2016,WBC,230,308,2.60563447
KING,2016,274,127,32,NA
KING,2016,VS16,127,3,NA
KING,2016,AP13,134,63,0.928366762
KING,2016,380,111,102,0.148
KING,2016,199,127,87,0.106
KING,2016,339,113,32,0.03
KING,2016,18,111,125,0.117
KING,2016,357,123,NA,NA
KING,2016,AP13,141,223,1.595674562
KING,2016,196,134,95,0.291576674
KING,2016,290,127,31,NA
KING,2016,17,113,166,0.462356067
KING,2016,398,111,68,0.089
KING,2016,WBC,230,309,2.715312233
KING,2016,193,113,134,0.303875969
KING,2016,379,117,27,NA
KING,2016,VxW,120,119,0.446338302
KING,2016,122,113,53,0.055
KING,2016,202,111,27,0.026
KING,2016,89,120,31,NA
KING,2016,358,120,87,0.097
KING,2016,53,113,67,0.057
KING,2016,299,132,10,NA
KING,2016,198,117,106,0.223540146
KING,2016,245,127,44,0.052
KING,2016,354,113,55,0.05
KING,2016,134,125,45,0.06
KING,2016,304,123,175,0.394557823
KING,2016,126,113,43,0.022
KING,2016,367,113,187,0.559649123
KING,2016,88,120,125,0.230591631
KING,2016,228,111,133,0.157524272
KING,2016,AP13,141,214,1.222857143
KING,2016,15,123,78,0.143649194
KING,2016,303,113,130,0.420143027
KING,2016,70,117,58,0.073
KING,2016,342,111,81,0.095
KING,2016,112,113,9,NA
KING,2016,207,130,19,NA
KING,2016,30,113,81,0.084
KING,2016,376,113,105,0.337057057
KING,2016,72,123,82,0.128
KING,2016,266,117,192,0.315789474
KING,2016,VS16,120,1,NA
KING,2016,260,120,70,0.153986928
KING,2016,49,111,NA,0.074
KING,2016,252,111,75,0.131
KING,2016,9,113,114,0.147928177
KING,2016,317,117,89,0.071
KING,2016,11,158,34,0.026
KING,2016,258,111,356,0.583821478
KING,2016,99,113,23,NA
KING,2016,347,111,73,0.051
KING,2016,VS16,120,15,NA
KING,2016,5,117,41,0.061
KING,2016,344,158,50,0.092
KING,2016,364,NA,NA,NA
KING,2016,AxD,111,132,0.137
KING,2016,314,111,73,0.12
KING,2016,42,111,121,0.175052854
KING,2016,WBC,230,619,6.073612063
KING,2016,271,113,43,0.273366834
KING,2016,75,111,32,0.054
KING,2016,301,NA,23,0.03
KING,2016,231,113,67,0.05
KING,2016,VxW,113,162,0.481099656
KING,2016,146,117,11,NA
KING,2016,321,130,NA,NA
KING,2016,VS16,127,28,NA
KING,2016,110,111,108,0.235294118
KING,2016,230,111,156,0.124
KING,2016,AxD,111,105,0.072
KING,2016,114,127,34,0.034
KING,2016,300,139,78,0.171
KING,2016,97,123,52,0.085
KING,2016,68,113,68,0.112
KING,2016,360,123,74,0.076
KING,2016,34,120,59,0.048
KING,2016,395,120,34,0.021
KING,2016,184,123,23,NA
KING,2016,218,113,119,0.154022989
KING,2016,VxW,113,103,0.374570674
KING,2016,363,111,85,0.167567568
KING,2016,38,111,78,0.125
KING,2016,83,125,146,0.380831409
KING,2016,327,111,59,0.03
KING,2016,AxD,113,29,NA
KING,2016,61,111,48,0.071
KING,2016,353,130,99,0.101
KING,2016,AP13,139,172,0.934684685
KING,2016,10,111,15,NA
KING,2016,288,111,119,0.344920635
KING,2016,35,113,93,0.119
KING,2016,390,123,47,0.076
KING,2016,74,125,161,0.372181552
KING,2016,289,127,28,0.034
KING,2016,141,125,119,0.234200743
KING,2016,220,111,203,0.365364583
KING,2016,131,113,167,0.471014493
KING,2016,365,111,157,0.250223214
KING,2016,265,111,6,NA
KING,2016,221,113,15,NA
KING,2016,153,134,66,0.156
KING,2016,345,111,46,NA
KING,2016,79,120,43,0.111
KING,2016,362,113,156,0.112
KING,2016,92,113,134,NA
KING,2016,248,123,132,0.874781523
KING,2016,156,111,30,0.795698925
KING,2016,272,111,60,0.094
KING,2016,77,113,69,0.200645756
KING,2016,368,111,48, NA
KING,2016,127,111,71,0.228093645
KING,2016,262,123,118,0.09
KING,2016,WBC,228,353,0.048
KING,2016,VxW,111,75,0.066
KING,2016,286,113,64,0.049
KING,2016,113,120,207,0.021
KING,2016,AP13,151,140,0.323655914
KING,2016,336,123,12,0.073
KING,2016,136,125,74,0.417399618
KING,2016,244,120,70,0.043
KING,2016,84,113,13,0.024
LINC,2016,67,203,187,0.731492699
LINC,2016,306,196,122,0.851366332
LINC,2016,189,204,228,2.072583725
LINC,2016,272,196,265,1.53114958
LINC,2016,87,197,107,0.381528523
LINC,2016,226,202,152,0.659679507
LINC,2016,91,213,164,1.764216205
LINC,2016,352,NA,16,NA
LINC,2016,31,193,333,1.099133233
LINC,2016,WBC,240,348,5.410956903
LINC,2016,176,197,95,0.591690554
LINC,2016,239,210,164,1.82121395
LINC,2016,177,209,142,0.788841632
LINC,2016,399,195,116,0.310486918
LINC,2016,168,202,221,1.961305023
LINC,2016,391,194,148,0.631404206
LINC,2016,182,200,188,1.741457989
LINC,2016,303,210,162,1.55528568
LINC,2016,AP13,234,280,4.382873491
LINC,2016,131,197,201,1.347161623
LINC,2016,105,213,211,1.409461541
LINC,2016,AxD,187,259,1.277789282
LINC,2016,VS16,203,124,0.446925792
LINC,2016,312,210,118,0.614415926
LINC,2016,76,208,92,0.331029144
LINC,2016,AP13,237,245,5.213489825
LINC,2016,270,202,193,1.907219278
LINC,2016,389,NA,NA,NA
LINC,2016,359,203,174,0.87656041
LINC,2016,48,187,130,0.452363863
LINC,2016,340,205,238,1.445003918
LINC,2016,154,211,227,1.235234075
LINC,2016,366,210,144,1.316914094
LINC,2016,80,195,232,1.325038448
LINC,2016,307,201,323,1.500045933
LINC,2016,35,203,227,1.998409296
LINC,2016,324,194,173,0.927298535
LINC,2016,86,205,147,0.628192646
LINC,2016,304,201,385,2.198833179
LINC,2016,146,195,88,0.308836988
LINC,2016,460,NA,NA,NA
LINC,2016,36,205,150,1.187395377
LINC,2016,287,204,251,0.667546874
LINC,2016,184,194,306,1.614354053
LINC,2016,334,203,358,2.262720362
LINC,2016,29,197,205,1.028746656
LINC,2016,AxD,185,219,0.821963088
LINC,2016,356,195,217,0.765778977
LINC,2016,22,189,166,0.493175851
LINC,2016,231,193,273,1.07307996
LINC,2016,148,211,56,0.0303
LINC,2016,VS16,203,129,0.443081941
LINC,2016,363,202,118,0.479044817
LINC,2016,40,201,150,1.459179534
LINC,2016,AP13,238,260,4.012471004
LINC,2016,332,197,71,0.346390178
LINC,2016,37,208,202,0.915139389
LINC,2016,204,213,221,2.080197139
LINC,2016,65,195,228,0.973478215
LINC,2016,203,207,383,1.334607231
LINC,2016,56,193,166,1.060563563
LINC,2016,299,202,286,1.772828522
LINC,2016,77,197,213,1.09292554
LINC,2016,VxW,209,230,1.789972106
LINC,2016,14,194,122,0.221790005
LINC,2016,248,224,136,0.622903073
LINC,2016,114,203,150,1.02972154
LINC,2016,298,194,178,0.638385469
LINC,2016,VxW,210,209,1.827634347
LINC,2016,157,197,263,1.189525271
LINC,2016,290,204,216,1.192249126
LINC,2016,112,197,178,0.834981209
LINC,2016,478,NA,NA,NA
LINC,2016,345,195,110,0.265991971
LINC,2016,132,196,108,0.54467392
LINC,2016,VxW,209,193,1.438088645
LINC,2016,95,208,278,1.0375917
LINC,2016,333,221,148,1.18320046
LINC,2016,531,NA,NA,NA
LINC,2016,WBC,253,201,2.715408542
LINC,2016,217,187,192,0.986296408
LINC,2016,55,188,117,0.569035989
LINC,2016,292,195,314,1.625950951
LINC,2016,117,202,148,0.814626714
LINC,2016,AxD,194,139,0.269938854
LINC,2016,207,196,111,0.454335593
LINC,2016,AP13,235,327,6.266861861
LINC,2016,15,210,208,2.040428942
LINC,2016,402,205,184,1.7717871
LINC,2016,AP13,234,212,3.217374979
LINC,2016,25,201,267,2.19233443
LINC,2016,103,202,297,1.771499405
LINC,2016,57,195,138,1.023489641
LINC,2016,256,218,283,1.845791542
LINC,2016,30,211,91,0.363969233
LINC,2016,393,198,165,1.039006516
LINC,2016,91,217,166,1.986080402
LINC,2016,222,198,162,1.493063196
LINC,2016,135,197,248,1.448076926
LINC,2016,201,201,138,0.915644018
LINC,2016,AP13,235,240,4.808844
LINC,2016,4,210,151,2.34075201
LINC,2016,367,NA,NA,NA
LINC,2016,93,203,262,1.677257704
LINC,2016,404,196,162,0.481248853
LINC,2016,115,222,145,0.790408187
LINC,2016,280,212,117,0.4916352
LINC,2016,197,197,144,0.68755768
LINC,2016,334,204,289,2.24153023
LINC,2016,174,204,144,0.417172204
LINC,2016,AxD,187,186,0.734596646
LINC,2016,356,195,331,1.284463682
LINC,2016,52,194,106,0.306552046
LINC,2016,247,232,116,0.50613774
LINC,2016,11,221,83,0.138985241
LINC,2016,384,187,243,0.814603485
LINC,2016,74,209,191,1.988416394
LINC,2016,242,194,154,0.450777917
LINC,2016,123,201,183,0.841462823
LINC,2016,264,199,362,2.665847719
LINC,2016,171,201,126,0.642286272
LINC,2016,274,205,158,0.664127952
LINC,2016,5,196,98,0.474710656
LINC,2016,318,202,213,0.783431837
LINC,2016,75,210,106,0.654956482
LINC,2016,244,198,114,0.838269847
LINC,2016,202,196,67,0.086993248
LINC,2016,AP13,237,329,5.332279871
LINC,2016,88,208,236,1.652422904
LINC,2016,322,197,263,1.86426312
LINC,2016,89,201,127,0.605030093
LINC,2016,347,209,48,0.0584
LINC,2016,WBC,233,319,4.772899872
LINC,2016,23,189,173,0.436269327
LINC,2016,358,196,267,1.269218529
LINC,2016,61,202,146,1.089259662
LINC,2016,337,187,175,0.438059212
LINC,2016,AP13,234,240,4.317890177
LINC,2016,220,201,54,0.172502412
LINC,2016,28,198,243,2.255592587
LINC,2016,275,196,262,0.823504097
LINC,2016,79,205,194,1.180649577
LINC,2016,397,203,262,1.771304306
LINC,2016,VS16,203,168,0.49946277
LINC,2016,126,195,90,0.210596286
LINC,2016,WBC,252,562,10.13252444
LINC,2016,346,195,273,1.055872033
LINC,2016,84,196,146,0.417571459
LINC,2016,311,198,74,0.111903955
LINC,2016,83,205,334,1.848693881
LINC,2016,268,196,73,0.154939842
LINC,2016,11,201,115,0.608401556
LINC,2016,137,202,58,0.294355822
LINC,2016,214,205,92,0.395719917
LINC,2016,VS16,203,156,0.593551694
LINC,2016,55,194,173,0.756652562
LINC,2016,151,199,121,0.665836216
LINC,2016,384,187,189,0.578398805
LINC,2016,111,187,219,0.967069227
LINC,2016,VxW,209,126,1.003455222
LINC,2016,379,209,192,1.443138758
LINC,2016,20,194,238,1.147818737
LINC,2016,350,201,129,0.509567183
LINC,2016,5,196,100,0.427969246
LINC,2016,229,198,115,0.868865631
LINC,2016,43,203,164,0.889738154
LINC,2016,357,214,59,0.1695217
LINC,2016,AxD,185,244,0.882483446
LINC,2016,107,203,197,1.16681254
LINC,2016,775,NA,NA,NA
LINC,2016,VxW,208,214,1.520467638
LINC,2016,317,199,294,1.081642462
LINC,2016,188,201,170,1.187800365
LINC,2016,207,NA,NA,NA
LINC,2016,159,198,209,1.660108171
LINC,2016,289,201,123,1.54401836
LINC,2016,263,208,281,1.533049744
LINC,2016,AxD,183,254,1.12440507
LINC,2016,100,203,194,1.178363572
LINC,2016,386,198,144,0.69399576
LINC,2016,124,205,262,2.37893669
LINC,2016,328,209,173,1.835717851
LINC,2016,97,198,143,1.039171836
LINC,2016,AxD,185,218,0.780036769
LINC,2016,529,NA,NA,NA
LINC,2016,172,199,216,1.390065319
LINC,2016,228,200,343,1.46858177
LINC,2016,72,194,203,0.981711295
LINC,2016,WBC,251,490,7.1149182
LINC,2016,237,197,258,1.21426375
LINC,2016,191,194,159,0.731245285
LINC,2016,257,218,260,1.405414866
LINC,2016,AP13,236,241,5.327416844
LINC,2016,296,202,190,1.145916632
LINC,2016,143,208,137,1.399959291
LINC,2016,130,198,234,1.859170645
LINC,2016,213,211,285,1.551109621
LINC,2016,101,195,133,0.528739331
LINC,2016,252,203,139,0.613492709
LINC,2016,128,195,77,0.337177938
LINC,2016,AP13,235,243,4.545282564
LINC,2016,16,198,74,0.271850435
LINC,2016,282,195,235,1.542521104
LINC,2016,19,198,261,1.199032518
LINC,2016,236,199,125,0.58286303
LINC,2016,42,194,212,0.95480536
LINC,2016,354,205,112,0.265269193
LINC,2016,40,198,98,0.718428134
LINC,2016,439,NA,NA,NA
LINC,2016,92,184,112,0.208164203
LINC,2016,249,200,270,1.847202645
LINC,2016,135,198,121,0.611616249
LINC,2016,313,194,190,1.124000976
LINC,2016,159,199,213,1.375793891
LINC,2016,284,197,196,1.024613929
LINC,2016,153,205,144,1.456057838
LINC,2016,404,195,129,0.378644344
LINC,2016,1,187,283,0.587743519
LINC,2016,AxD,185,208,0.622310215
LINC,2016,223,210,307,1.499568599
LINC,2016,81,199,57,0.114193775
LINC,2016,367,199,277,1.713743242
LINC,2016,200,199,194,1.36587891
LINC,2016,259,196,343,1.687733783
LINC,2016,AP13,236,302,6.196764554
LINC,2016,169,198,181,0.502964354
LINC,2016,256,216,332,2.236166658
LINC,2016,32,200,243,1.758755266
LINC,2016,382,199,270,1.566893541
LINC,2016,2,208,305,0.768126885
LINC,2016,370,207,258,0.783037374
LINC,2016,196,214,173,1.307559301
LINC,2016,WBC,213,206,2.931190692
LINC,2016,171,202,154,0.591555637
LINC,2016,178,196,139,0.843638991
LINC,2016,314,187,120,0.672685494
LINC,2016,WBC,251,400,6.003547311
LINC,2016,44,201,291,1.078540978
LINC,2016,216,210,110,0.2948348
LINC,2016,142,200,336,1.3792272
LINC,2016,208,205,161,0.342183439
LINC,2016,WBC,239,112,1.577794212
LINC,2016,125,198,201,0.756250949
LINC,2016,395,203,169,0.660312529
LINC,2016,68,196,221,1.37754076
LINC,2016,AxD,198,101,0.247373152
LINC,2016,380,205,100,1.440211699
LINC,2016,104,197,110,0.288697967
LINC,2016,AP13,237,241,4.102764889
LINC,2016,210,214,131,0.750941581
LINC,2016,170,197,182,1.104799671
LINC,2016,349,216,87,0.559947679
LINC,2016,123,210,194,1.45848496
LINC,2016,279,199,35,0.173150484
LINC,2016,247,209,194,0.822798771
LINC,2016,199,199,201,1.087968671
LINC,2016,79,202,140,0.76572692
LINC,2016,258,196,189,0.504879892
LINC,2016,383,200,199,1.785121243
LINC,2016,24,205,156,0.398987957
LINC,2016,245,201,174,0.517788609
LINC,2016,13,234,33,NA
LINC,2016,250,210,199,1.018444935
LINC,2016,120,208,73,0.170767805
LINC,2016,235,195,321,1.472659623
LINC,2016,394,188,63,0.308166178
LINC,2016,392,197,114,0.444125084
LINC,2016,224,203,187,1.416859907
LINC,2016,389,200,341,1.955040813
LINC,2016,VxW,211,210,1.491981686
LINC,2016,122,194,113,0.346464126
LINC,2016,372,200,243,1.466982907
LINC,2016,108,196,94,0.213300238
LINC,2016,343,194,223,0.591928149
LINC,2016,175,209,231,1.793318072
LINC,2016,222,200,129,1.021434261
LINC,2016,193,210,155,1.314857652
LINC,2016,342,193,189,0.9752228
LINC,2016,119,211,227,1.564262994
LINC,2016,WBC,234,232,3.506760096
LINC,2016,364,196,157,1.208675322
LINC,2016,94,189,97,0.256729097
LINC,2016,WBC,252,472,7.656187282
LINC,2016,310,209,222,0.705413766
LINC,2016,185,191,239,0.988738925
LINC,2016,277,211,434,2.974293462
LINC,2016,156,199,151,0.817925107
LINC,2016,260,195,240,1.2667807
LINC,2016,73,205,68,0.195951744
LINC,2016,227,196,196,0.721832954
LINC,2016,78,196,130,0.654903502
LINC,2016,VxW,209,182,1.450877734
LINC,2016,387,196,196,0.634386458
LINC,2016,400,201,125,0.751380784
LINC,2016,41,196,227,0.71744617
LINC,2016,373,202,183,1.097096221
LINC,2016,AP13,234,201,0.508362325
LINC,2016,145,201,121,0.445824512
LINC,2016,218,211,204,1.406726644
LINC,2016,403,195,222,0.957229846
LINC,2016,388,196,141,0.749140267
LINC,2016,206,203,30,NA
LINC,2016,369,198,202,2.172131967
LINC,2016,64,200,86,0.252680101
LINC,2016,AP13,235,235,4.037682607
LINC,2016,368,196,64,0.169524283
LINC,2016,VS16,201,135,0.461852781
LINC,2016,435,NA,NA,NA
LINC,2016,381,200,283,1.518845939
LINC,2016,62,196,90,0.466116555
LINC,2016,267,204,116,1.095397134
LINC,2016,18,192,169,0.631215416
LINC,2016,46,199,122,0.591510748
LINC,2016,234,221,192,1.063866214
LINC,2016,3,195,205,0.904024994
LINC,2016,230,186,227,0.692632201
LINC,2016,39,192,141,0.362897702
LINC,2016,AxD,185,170,0.467046
LINC,2016,301,197,148,0.549083633
LINC,2016,VxW,210,192,1.446568514
LINC,2016,9,195,230,1.157520851
LINC,2016,341,187,145,0.391588022
LINC,2016,166,211,215,2.369686359
LINC,2016,293,195,341,1.113867458
LINC,2016,85,196,268,0.755895584
