gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2234360787	27b4ff4b-29c3-4017-9c48-3750861392f7	69bfe059-186c-48a7-a0f6-8c7deb4c0cbf	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum virgatum		SPECIES	Panicum virgatum L.	US	Mackay Island National Wildlife Refuge. From Pungo, VA head S on Princess Anne Rd. for 13.4 miles, continue onto NC-615 S for 6.2 miles, turn right on Mackay Island Rd., then left, go 0.4 miles, pop is on right	0eabc674-8106-401e-9613-5f10164b562d	36.5135	-75.928778	100.0		3.0				2016-09-28T00:00:00Z	28	9	2016	2705081	2705081	PRESERVED_SPECIMEN	NCU		NCU00256369	188	Dakar, Jacob		CC_BY_4_0		Dakar, Jacob			2019-06-21T21:09:26.341Z	STILLIMAGE	
2234360691	27b4ff4b-29c3-4017-9c48-3750861392f7	d34376eb-d865-4024-a65d-e313c358a93c	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum virgatum		SPECIES	Panicum virgatum L.	US	US Highway 13 S. From Fruitland Blvd in Salibury, MD, turn slightly right onto US-13S, pop. is 2.8 miles on right	0eabc674-8106-401e-9613-5f10164b562d	38.264944	-75.663833	100.0		6.0				2016-09-21T00:00:00Z	21	9	2016	2705081	2705081	PRESERVED_SPECIMEN	NCU		NCU00256535	537	Faucette, Amanda L		CC_BY_4_0		Faucette, Amanda L			2019-06-21T21:09:26.969Z	STILLIMAGE	
2234360412	27b4ff4b-29c3-4017-9c48-3750861392f7	0de75489-3a46-4305-ba3e-d35ab87dbbcb	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum virgatum		SPECIES	Panicum virgatum L.	US		0eabc674-8106-401e-9613-5f10164b562d													2705081	2705081	PRESERVED_SPECIMEN	NCU		NCU00261654				CC_BY_4_0					2019-06-21T21:09:24.611Z	STILLIMAGE	
2234360401	27b4ff4b-29c3-4017-9c48-3750861392f7	f4f96b21-7544-4544-ad9c-d2858289721b	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum virgatum		SPECIES	Panicum virgatum L.	US	Brownsville Preserve. Go E on Brownsville Rd from Nassawadox, drive to end of Birding and Wildlife Trail, pop on right	0eabc674-8106-401e-9613-5f10164b562d	37.455917	-75.832889	100.0		2.0				2016-09-21T00:00:00Z	21	9	2016	2705081	2705081	PRESERVED_SPECIMEN	NCU		NCU00256536	538	Faucette, Amanda L		CC_BY_4_0		Faucette, Amanda L			2019-06-21T21:09:25.148Z	STILLIMAGE	
2234358999	27b4ff4b-29c3-4017-9c48-3750861392f7	ed5e810b-ad92-4046-b54b-1a6db78aaf2f	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum virgatum		SPECIES	Panicum virgatum L.	US		0eabc674-8106-401e-9613-5f10164b562d													2705081	2705081	PRESERVED_SPECIMEN	NCU		NCU00261653				CC_BY_4_0					2019-06-21T21:09:25.178Z	STILLIMAGE	
2234354698	27b4ff4b-29c3-4017-9c48-3750861392f7	0dd67b1d-6e71-4a6e-9c11-1ad8ae0da35e	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum virgatum		SPECIES	Panicum virgatum L.	US	Choptank Wetland Preserve. Pop. [population] on both sides of boardwalk at King's Creek Preserve Tract	0eabc674-8106-401e-9613-5f10164b562d	38.772389	-75.976639	100.0		1.0				2016-08-24T00:00:00Z	24	8	2016	2705081	2705081	PRESERVED_SPECIMEN	NCU		NCU00256302	44	Flood, Melanie		CC_BY_4_0		Flood, Melanie			2019-06-21T21:09:22.569Z	STILLIMAGE	
2234317895	27b4ff4b-29c3-4017-9c48-3750861392f7	854fbde6-d09f-4855-a6d2-cfbfcad41944	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum virgatum		SPECIES	Panicum virgatum L.	US	Fort Pulaski, Geo.	0eabc674-8106-401e-9613-5f10164b562d									1864-08-01T00:00:00Z		8	1864	2705081	2705081	PRESERVED_SPECIMEN	NCU		NCU00234304	8	Peck, D.	1864-01-01T00:00:00Z	CC_BY_4_0		Peck, D.			2019-06-21T21:08:56.451Z	STILLIMAGE	RECORDED_DATE_MISMATCH
2234302808	27b4ff4b-29c3-4017-9c48-3750861392f7	52590cb9-e203-4313-8306-25caba8b4315	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum virgatum		SPECIES	Panicum virgatum L.			0eabc674-8106-401e-9613-5f10164b562d													2705081	2705081	PRESERVED_SPECIMEN	NCU		NCU00245077				CC_BY_4_0					2019-06-21T21:08:43.220Z	STILLIMAGE	
2028516999	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/21466413	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum virgatum		SPECIES	Panicum virgatum L.	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.274349	-87.91598	9.0						2019-03-21T18:35:54Z	21	3	2019	2705081	2705081	HUMAN_OBSERVATION	iNaturalist	Observations	21466413				CC_BY_NC_4_0	vasudevarasetty	vasudevarasetty			2019-05-01T15:07:37.440Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2028491423	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/21379025	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum virgatum		SPECIES	Panicum virgatum L.	CA		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.414344	-81.960097							2019-03-18T17:18:00Z	18	3	2019	2705081	2705081	HUMAN_OBSERVATION	iNaturalist	Observations	21379025			2019-03-19T04:12:56Z	CC_BY_NC_4_0	Pat Deacon	Pat Deacon			2019-03-26T19:37:57.545Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
