OsID,OsGene
LOC_Os09g31200,OSISAP1 
LOC_Os03g57900,OsiSAP7 
LOC_Os06g41010,OsiSAP8 
LOC_Os06g03850,OsISI1 
LOC_Os01g47340,OsIsu1 
LOC_Os10g01480,OsITPK2 
LOC_Os11g46860,OsiWAK1 
LOC_Os05g51070,OsJ_RLL1 
LOC_Os03g63400,Osj3g2BTF3 
LOC_Os12g14440,OsJAC1 
LOC_Os05g50890,OsJar1|OsGH3.5|OsGH3-5 
LOC_Os01g12160,OsJAR2|OsGH3.3|OsGH3-3 
LOC_Os04g55920,OsJAZ1|OsTIFY3|EG2 
LOC_Os03g08330,OsJAZ10 
LOC_Os10g25290,OsJAZ12|OsTIFY11d 
LOC_Os07g42370,OsJAZ7|OsTIFY10b 
LOC_Os09g26780,OsJAZ8|OsTIFY10c 
LOC_Os03g08310,OsJAZ9|OsTIFY11a 
LOC_Os06g20920,OsJMT1 
LOC_Os02g46940,OsKANADI1|OsKANADI2 
LOC_Os03g55760,OsKANADI4 
LOC_Os07g11010,OsKAPP 
LOC_Os06g09630,OsKASI 
LOC_Os01g55200,OsKAT1 
LOC_Os01g11250,OsKAT2 
LOC_Os02g14840,OsKAT3 
LOC_Os12g36100,OsKCH1 
LOC_Os12g14150,OsKIX_11 
LOC_Os08g41210,OsKIX_9 
LOC_Os03g52650,OsKNOLLE 
LOC_Os06g37300,OsKOS1|OsKOL4|CYP701A8 
LOC_Os06g37224,OsKOS2|OsKOL5 
LOC_Os06g37330,OsKOS4|OsKO1 
LOC_Os04g52230,OsKS1 
LOC_Os12g30824,OsKS4 
LOC_Os10g35200,OsKTN80a 
LOC_Os04g58130,OsKTN80b|OsWD40-111 
LOC_Os01g57210,OsKTN80c|OsWD40-26 
LOC_Os07g08729,OsKu70 
LOC_Os03g63920,OsKu80|Ku80 
LOC_Os04g52450,Osl2 
LOC_Os02g57260,Osl57 
LOC_Os05g38420,OsLAC 
LOC_Os01g62480,Oslacc 
LOC_Os02g04170,OsLASPO 
LOC_Os03g57670,OsLBD3-7 
LOC_Os03g33090,Os-LBD37 
LOC_Os01g70380,OsLCB2a1 
LOC_Os10g37280,OsLCBK1 
LOC_Os04g45800,OsLCBK2 
LOC_Os01g72670,OsLCD 
LOC_Os06g38120,OsLCT1 
LOC_Os01g39960,OsLCYe|OsLCYepsilon 
LOC_Os09g37540,OsLDC-like1 
LOC_Os01g06630,OsLEA1a 
LOC_Os11g26570,OsLEA25 
LOC_Os05g46480,OsLEA3|OsLEA3-1 
LOC_Os03g20680,OsLEA3-2 
LOC_Os06g02040,OsLEA4 
LOC_Os05g50710,OsLEA5 
LOC_Os04g12540,OslecRK|OsLecRK1 
LOC_Os04g12560,OsLecRK2 
LOC_Os04g12580,OsLecRK3 
LOC_Os04g12600,OsLecRK4 
LOC_Os05g46370,OsLF 
LOC_Os01g51610,OsLFL1 
LOC_Os02g01340,OsLFNR1|LFNR1 
LOC_Os06g01850,OsLFNR2|LFNR2 
LOC_Os04g56170,OsLG1 
LOC_Os01g41740,OsLhcb1 
LOC_Os07g37240,OsLhcb4 
LOC_Os08g06110,OsLHY 
LOC_Os04g51700,OsLig4|Lig4 
LOC_Os02g54254,OsLKR|SDH 
LOC_Os07g14350,OsLLB 
LOC_Os02g42600,OsLMS 
LOC_Os12g41700,OsLOL1 
LOC_Os01g42710,OsLOL2 
LOC_Os09g36300,OsLon1 
LOC_Os03g49380,OsLOX1 
LOC_Os03g49260,OsLOX3|LOX3 
LOC_Os03g46060,OsLP|PR-5 
LOC_Os02g57400,OsLpa1 
LOC_Os08g33810,OsLPLA 
LOC_Os01g03630,OsLPR3 
LOC_Os01g03640,OsLPR5 
LOC_Os08g45000,OsLPT1|OsPht1;6|OsPT6 
LOC_Os01g59440,OsLRR1 
LOC_Os04g42000,OsLS 
LOC_Os08g06280,OsLSD1 
LOC_Os03g43840,OsLSD2 
LOC_Os08g03610,OsLSD3 
LOC_Os01g47900,OsLSK1 
LOC_Os10g10360,OsLSR 
LOC_Os07g44180,OsLti6a 
LOC_Os05g04700,OsLti6b|ddOs32 
LOC_Os11g02389,OsLTP5 
LOC_Os03g26820,OsLTPL1 
LOC_Os03g25350,OsLTPL36 
LOC_Os03g44000,OsLTPx1 
LOC_Os03g11614,OsMADS1|LHS1|AFO 
LOC_Os12g10540,OsMADS13 
LOC_Os03g54160,OsMADS14 
LOC_Os07g01820,OsMADS15|DEP 
LOC_Os06g49840,OsMADS16|SPW1 
LOC_Os07g41370,OsMADS18 
LOC_Os01g66030,OsMADS2 
LOC_Os01g66290,OsMADS21 
LOC_Os02g52340,OsMADS22 
LOC_Os04g23910,OsMADS25 
LOC_Os08g02070,OsMADS26 
LOC_Os02g07430,OsMADS29 
LOC_Os01g10504,OSMADS3 
LOC_Os06g45650,OsMADS30 
LOC_Os03g54170,OsMADS34|PAP2 
LOC_Os05g34940,OsMADS4 
LOC_Os06g06750,OsMADS5 
LOC_Os03g03100,OsMADS50|OsSOC1|DTH3 
LOC_Os01g69850,OsMADS51|OsMADS65 
LOC_Os10g39130,OsMADS56 
LOC_Os02g49840,OsMADS57 
LOC_Os05g11414,OSMADS58 
LOC_Os02g45770,OsMADS6|MFO1 
LOC_Os08g41950,OsMADS7|OsMADS45 
LOC_Os03g14850,OsMADS72|qSTL3 
LOC_Os09g32948,OsMADS8|OsMADS24 
LOC_Os03g38610,OsMADS87 
LOC_Os02g05480,OsMAPK33|OsMAPK3 
LOC_Os06g48590,OsMAPK4|OsMSRMK3 
LOC_Os01g50400,OsMAPKKK55 
LOC_Os01g50370,OsMAPKKK63 
LOC_Os02g28220,OsMaT-1 
LOC_Os02g28170,OsMaT-2 
LOC_Os02g28340,OsMaT-3 
LOC_Os03g08900,OsMATE1 
LOC_Os05g48040,OsMATE2 
LOC_Os03g06120,OsMCA1|PAD 
LOC_Os06g11500,OsMCM2 
LOC_Os08g41830,OsMCP 
LOC_Os01g66360,OsMCS 
LOC_Os09g39380,OsMDHAR 
LOC_Os03g08754,OsMDP1 
LOC_Os09g36890,OsMED4 
LOC_Os01g32660,OsMEK1|OsMKK6 
LOC_Os03g58400,OsMet1-1|OsMET1a 
LOC_Os07g08500,OsMet1-2|OsMET1b 
LOC_Os02g55910,OsMGD 
LOC_Os01g64890,OsMGT1 
LOC_Os11g43860,OsMHX 
LOC_Os03g52760,OsMIK 
LOC_Os06g36560,OsMIOX 
LOC_Os06g05520,OsMKK1 
LOC_Os03g12390,OsMKK10-2 
LOC_Os02g54600,OsMKK4 
LOC_Os05g02500,OsMKP1 
LOC_Os01g72880,OsMLH1 
LOC_Os05g09050,OsMLO12 
LOC_Os01g69210,OsMOGS 
LOC_Os01g62840,OsMPG1|OsVTC1-1 
LOC_Os06g06090,OsMPK1|OsMAPK6|OsSIPK 
LOC_Os01g43910,OsMPK10 
LOC_Os06g26340,OsMPK11 
LOC_Os02g04230,OsMPK13|OsBIMK2 
LOC_Os05g05160,OsMPK14 
LOC_Os11g17080,OsMPK15 
LOC_Os01g45620,OsMPK16 
LOC_Os05g50120,OsMPK17 
LOC_Os08g06060,OsMPK2|OsMAPK2 
LOC_Os10g38950,OsMPK6|OsMPK4 
LOC_Os05g49140,OsMPK7 
LOC_Os01g47530,OsMPK8|OsWJUMK1 
LOC_Os05g50560,OsMPK9 
LOC_Os02g40530,OsMPS 
LOC_Os04g54340,OsMRE11 
LOC_Os05g25850,OsMSD 
LOC_Os07g30240,OsMSH4 
LOC_Os05g41880,OsMSH5 
LOC_Os01g68870,OsMSP1 
LOC_Os03g24600,OsMSR1 
LOC_Os01g72530,OsMSR2 
LOC_Os10g41400,OsMSRA4.1 
LOC_Os06g27760,OsMSRB1.1 
LOC_Os03g17700,OsMSRMK2|OsMAP1|OsMPK5|OsMAPK2|OsMAPK5|OsBIMK1|OsMPK3 
LOC_Os02g39010,OsMSRPK1|Orysa;CDKG;1 
LOC_Os04g37980,OsMST1 
LOC_Os03g39710,OsMST2 
LOC_Os07g01560,OsMST3 
LOC_Os03g11900,OsMST4 
LOC_Os08g08070,OsMST5 
LOC_Os07g37320,OsMST6 
LOC_Os01g38680,OsMST7 
LOC_Os01g38670,OsMST8 
LOC_Os04g51330,OsMT 
LOC_Os11g47809,OsMT1a|rgMT 
LOC_Os12g38300,OsMT1d 
LOC_Os12g38010,OsMT1f 
LOC_Os12g38290,OsMT1g 
LOC_Os05g02070,OsMT2b 
LOC_Os01g05585,OsMT2d 
LOC_Os08g34258,Osmtd1 
LOC_Os01g74300,OsMTI2B 
LOC_Os01g10400,OsMTI-3a 
LOC_Os12g38051,OsMT-I-4b|OsMT1c 
LOC_Os10g39610,OsMT-II-1a 
LOC_Os06g02220,OsMTN 
LOC_Os06g49450,OsMTOPVIB 
LOC_Os03g12530,OsMTP8.1 
LOC_Os01g03914,OsMTP9 
LOC_Os02g28970,OsMTR1 
LOC_Os01g71960,OsMUS81 
LOC_Os01g55280,OsMY1 
LOC_Os05g35500,Osmyb1 
LOC_Os08g05520,OsMYB103L|CEF1 
LOC_Os01g09640,OsMYB1R1 
LOC_Os03g20090,Osmyb2 
LOC_Os05g04820,OsMYB2P-1 
LOC_Os03g29614,Osmyb3 
LOC_Os01g62410,OsMYB3R-2 
LOC_Os04g43680,Osmyb4 
LOC_Os12g33070,OsMYB46 
LOC_Os01g74410,OsMYB48-1 
LOC_Os11g35390,OsMYB4P 
LOC_Os05g41166,Osmyb5 
LOC_Os04g49450,OsMYB511 
LOC_Os05g48010,OsMYB55 
LOC_Os04g39470,OsMYB80 
LOC_Os12g38400,OsMYB91 
LOC_Os01g59660,OsMYBGA|OsGAMYB 
LOC_Os01g34060,OsMYBS1 
LOC_Os10g41260,OsMYBS2 
LOC_Os10g42430,OsMYC2 
LOC_Os02g57190,osmyoXIB 
LOC_Os02g20360,OsNAAT1 
LOC_Os02g19970,OsNAAT2 
LOC_Os02g19924,OsNAAT3 
LOC_Os06g23684,OsNAAT4 
LOC_Os11g35040,OsNAAT5 
LOC_Os11g42510,OsNAAT6 
LOC_Os03g60080,OsNAC19|SNAC1|OsNAC9 
LOC_Os04g38720,OsNAC2|OsTIL1|OMTN2|OsORE1 
LOC_Os07g12340,OsNAC3 
LOC_Os01g60020,OsNAC4 
LOC_Os11g08210,OsNAC5 
LOC_Os01g66120,OsNAC6|SNAC2 
LOC_Os01g48960,OsNADH-GOGAT1 
LOC_Os05g48200,OsNADH-GOGAT2 
LOC_Os05g32210,OsNADK3 
LOC_Os04g46460,OsNAGK1|NAGK1 
LOC_Os02g44000,OsNAGK2|NAGK2 
LOC_Os03g21060,OsNAP 
LOC_Os01g03650,OsNAP6 
LOC_Os02g36710,OsNAPL6 
LOC_Os03g62110,OsNaPRT1 
LOC_Os04g35060,OsNaPRT2 
LOC_Os02g38230,OsNAR2.1 
LOC_Os04g40410,OsNAR2.2 
LOC_Os03g19427,OsNAS1 
LOC_Os03g19420,OsNAS2 
LOC_Os07g48980,OsNAS3 
LOC_Os02g47510,OsNCED1 
LOC_Os12g24800,OsNCED2 
LOC_Os03g44380,OsNCED3 
LOC_Os07g05940,OsNCED4 
LOC_Os12g42280,OsNCED5 
LOC_Os07g30970,OsNDPK1 
LOC_Os12g36194,OsNDPK2|WSL12 
LOC_Os05g51700,OsNDPK3 
LOC_Os04g58860,OsNDR1 
LOC_Os07g08000,OsNek3 
LOC_Os03g48970,OsNF-YA4 
LOC_Os08g09690,OsNF-YA7 
LOC_Os02g49410,OsNF-YB1 
LOC_Os12g44360,OsNHA1|OsSOS1 
LOC_Os07g47100,OsNHX1 
LOC_Os05g05590,OsNHX2|OsNHX3 
LOC_Os06g21360,OsNHX4 
LOC_Os09g11450,OsNHX5 
LOC_Os02g53130,OsNIA1|OsNia1 
LOC_Os02g39400,OsNIC 
LOC_Os03g20020,OsNIN1 
LOC_Os02g32730,OsNIN3 
LOC_Os05g48500,OsNINJA1 
LOC_Os04g41850,OsNIN-like2 
LOC_Os01g13540,OsNIN-like3 
LOC_Os11g16290,OsNIN-like4 
LOC_Os10g36924,OsNIP3;1 
LOC_Os10g42320,OsNMD3 
LOC_Os02g01440,OsNOA1 
LOC_Os12g13800,OsNOMT 
LOC_Os06g40570,Osnop 
LOC_Os10g38050,OsNP1 
LOC_Os12g44100,OsNPF2.2 
LOC_Os03g48180,OsNPF2.4 
LOC_Os04g23890,OsNPH1b 
LOC_Os01g50420,OsNPK1-PK|OsMAPKKK62 
LOC_Os01g09800,OsNPR1 
LOC_Os06g50120,OsNPSN11 
LOC_Os03g25390,OsNPSN12 
LOC_Os07g44350,OsNPSN13 
LOC_Os07g15460,OsNRAMP1 
LOC_Os06g46310,OsNRAMP3 
LOC_Os07g15370,OsNRAMP5 
LOC_Os10g40600,OsNRT1.3|NRT1.1B|OsNPF6.5 
LOC_Os02g02170,OsNRT2.1 
LOC_Os02g02190,OsNRT2.2 
LOC_Os01g50820,OsNRT2.3 
LOC_Os01g36720,OsNRT2.4 
LOC_Os03g29480,OsNSP1 
LOC_Os03g15680,OsNSP2 
LOC_Os02g40030,OsNST1|BC14 
LOC_Os08g06140,OsNTL2 
LOC_Os04g52960,OsNUC1 
LOC_Os03g22890,OsNug2 
LOC_Os03g45400,OsNUS1|V1 
LOC_Os03g44150,OsOAT 
LOC_Os12g37410,OsOBF1|OsbZIP87 
LOC_Os07g47300,OsObgC1 
LOC_Os01g43610,OsOFP2 
LOC_Os01g64430,OsOFP8 
LOC_Os08g38900,OsOMT26|ROMT-15|ROMT15 
LOC_Os06g11290,OsOPR1 
LOC_Os08g35740,OsOPR7 
LOC_Os09g20090,OsORAP1 
LOC_Os06g08790,OsORC1 
LOC_Os03g08640,OsORC2 
LOC_Os10g26280,OsORC3 
LOC_Os01g49010,OsORC4 
LOC_Os03g55200,OsORC5 
LOC_Os07g43540,OsORC6 
LOC_Os06g43710,OsOS9 
LOC_Os01g50940,OsOsbHLH010 
LOC_Os11g35710,OsOSC11|OsIAS1 
LOC_Os02g47360,OSOTP51 
LOC_Os06g29310,OsOTS1 
LOC_Os12g41380,OsOTS2 
LOC_Os04g41160,OsOxi1 
LOC_Os03g22770,OsP|OsBBX9 
LOC_Os01g71990,OsP5CR 
LOC_Os05g38150,OsP5CS|OsP5CS1 
LOC_Os03g08280,OsPAA1 
LOC_Os07g42260,OsPAA2 
LOC_Os02g41650,OsPAL 
LOC_Os03g05310,OsPAO 
LOC_Os01g51320,OsPAO1|PAO1 
LOC_Os01g56880,OsPAP10a 
LOC_Os09g32840,OsPAP2 
LOC_Os01g16040,OsPAPST1 
LOC_Os03g37984,OsPAR1 
LOC_Os02g30900,OsPBL1 
LOC_Os12g36840,OsPBZ15 
LOC_Os12g36860,OsPBZ19 
LOC_Os11g46230,OsPCBP 
LOC_Os03g55490,OspCKII 
LOC_Os01g74020,OsPCL1 
LOC_Os02g56130,OsPCNA|PCNA 
LOC_Os10g02300,OsPCR1 
LOC_Os05g39310,OsPDC1 
LOC_Os03g18220,OsPDC2 
LOC_Os07g49250,OsPDC3 
LOC_Os05g47446,OsPDCD5 
LOC_Os01g37510,OsPDF1A 
LOC_Os01g45070,OsPDF1B 
LOC_Os01g44980,OsPDF1B2 
LOC_Os07g44330,OsPDK1 
LOC_Os09g16330,OsPDR20 
LOC_Os01g08260,OsPDR6|OsABCG31 
LOC_Os01g42380,Ospdr9 
LOC_Os03g08570,OsPDS 
LOC_Os03g13810,OsPE 
LOC_Os03g19010,OsPEX11 
LOC_Os08g39080,OsPEX5 
LOC_Os09g05020,OsPFA-DSP1 
LOC_Os02g53160,OsPFA-DSP2 
LOC_Os05g01380,OsPGIP1 
LOC_Os05g01444,OsPGIP4 
LOC_Os02g07260,OsPGK2a 
LOC_Os01g04190,OsPGLCT 
LOC_Os08g45190,OsPGR5 
LOC_Os01g65900,OsPH1 
LOC_Os07g09000,OsPHF1 
LOC_Os03g58570,OsPHF1L 
LOC_Os03g24380,OsPHGPX 
LOC_Os02g52040,OsPHI-1 
LOC_Os01g02000,OsPHO1;1 
LOC_Os02g56510,OsPHO1;2 
LOC_Os04g53300,OsPHR1|PHR1 
LOC_Os07g25710,OsPHR2 
LOC_Os02g04640,OsPHR3 
LOC_Os06g49040,OsPHR4 
LOC_Os06g08580,OsPHT1 
LOC_Os03g05620,OsPht1;1|OsPT1 
LOC_Os06g21950,OsPht1;10|OsPT10 
LOC_Os01g46860,OsPht1;11|OsPT11 
LOC_Os03g05610,OsPht1;12|OsPT12 
LOC_Os04g10800,OsPht1;13|OsPT13 
LOC_Os03g05640,OsPht1;2|OsPT2 
LOC_Os10g30770,OsPht1;3|OsPT3 
LOC_Os04g10750,OsPht1;4|OsPT4 
LOC_Os04g10690,OsPht1;5|OsPT5 
LOC_Os03g04360,OsPht1;7|OsPT7 
LOC_Os10g30790,OsPht1;8|OsPT8 
LOC_Os06g21920,OsPht1;9|OsPT9 
LOC_Os06g08610,OsPHT2 
LOC_Os03g50320,OsPI4K1 
LOC_Os11g10420,OsPI4K2 
LOC_Os11g07980,OsPIANK1 
LOC_Os12g42020,OsPID 
LOC_Os01g07940,OsPIDlike 
LOC_Os12g41650,OsPIL11 
LOC_Os03g43810,OsPIL12 
LOC_Os03g56950,OsPIL13|OsPIL1 
LOC_Os07g05010,OsPIL14|OsPIF14 
LOC_Os01g18290,OsPIL15 
LOC_Os08g44280,OsPIMT1 
LOC_Os04g40540,OsPIMT2 
LOC_Os02g50960,OsPIN1|REH1|PIN1b 
LOC_Os06g44970,OsPIN2 
LOC_Os01g45550,OsPIN3t 
LOC_Os08g41720,OsPIN5b 
LOC_Os02g44630,OsPIP1;1|RWC1 
LOC_Os04g47220,OsPIP1;2 
LOC_Os04g44060,OsPIP2;3 
LOC_Os07g26630,OsPIP2;4 
LOC_Os07g26660,OsPIP2;5 
LOC_Os04g16450,OsPIP2;6 
LOC_Os09g36930,OsPIP2;7 
LOC_Os03g49510,OsPIPK1 
LOC_Os11g05110,OsPK1 
LOC_Os06g29810,OsPK10|Pid2 
LOC_Os10g34360,OsPKS1|YY2 
LOC_Os06g40170,OsPLDalpha4 
LOC_Os06g40180,OsPLDalpha5 
LOC_Os10g38060,OsPLDbeta1 
LOC_Os04g45010,OsPLIM2b 
LOC_Os06g45120 ,OsPLS1 
LOC_Os05g31670,OsPM19L1 
LOC_Os03g19610,OsPME1 
LOC_Os08g01670,OsPMEI28 
LOC_Os04g58580,OsPMM 
LOC_Os02g37920,OsPMS1 
LOC_Os06g39640,OsPNH1 
LOC_Os01g19020,OsPOD|prx11 
LOC_Os06g13020,OsPollambda 
LOC_Os01g64980,Os-POLLUX 
LOC_Os08g07840,OsPOLP1 
LOC_Os02g18850,OsPOP5 
LOC_Os04g58200,OsPORA 
LOC_Os10g35370,OsPORB|FGL 
LOC_Os01g15830,OsPOX1|ddOs319 
LOC_Os02g05630,OsPP18|OsPP2C10 
LOC_Os03g16110,OsPP1c 
LOC_Os06g37660,OsPP2A-1 
LOC_Os03g59060,OsPP2A-2 
LOC_Os02g12580,OsPP2A-3 
LOC_Os10g33680,OsPP2AB 
LOC_Os01g62760,OsPP2C09|OsPP15|OsPYL2 
LOC_Os05g38290,OsPP2C49 
LOC_Os05g49730,OsPP2C51 
LOC_Os01g11054,Osppc4 
LOC_Os03g31750,OsPPDKA 
LOC_Os10g11140,OspPGM 
LOC_Os05g10650,OsPPi-PFK 
LOC_Os05g05240,OsPPKL2 
LOC_Os12g42310,OsPPKL3 
LOC_Os03g14950,OspPLAIIIalpha 
LOC_Os09g24680,OsPPR1 
LOC_Os08g23320,OsPPT1 
LOC_Os12g36880,OsPR10a|PBZ1 
LOC_Os12g36850,OsPR10b|OsPBZc 
LOC_Os07g03710,OsPR1a|OsSCP 
LOC_Os01g28450,OsPR1b 
LOC_Os12g43430,OsPR5|Pir2|PR-5|PR5-1 
LOC_Os05g39670,OsPRA1 
LOC_Os06g50060,OsPRA2 
LOC_Os12g09540,OsPRAGL 
LOC_Os02g47020,OsPrk 
LOC_Os10g40360,OsProDH 
LOC_Os03g44230,OsProT|ProT 
LOC_Os05g13900,OsPRP|RePRP1.1 
LOC_Os10g05750,OsPRP3 
LOC_Os02g40510,OsPRR1 
LOC_Os11g08569,OsPS1|OsOSC7 
LOC_Os01g64960,OsPsbS|psbS1 
LOC_Os06g42680,OsPSK 
LOC_Os09g38320,OsPSY|OsPSY3 
LOC_Os03g60910,OspTAC2 
LOC_Os06g09370,OsPTF1 
LOC_Os05g04520,OsPti1a 
LOC_Os12g07590,OsPTP1 
LOC_Os11g07850,OsPTP2 
LOC_Os04g50950,OsPTR6|PTR6 
LOC_Os06g49250,OsPTR9|OsNPF8.20 
LOC_Os08g01900,OsPUB15 
LOC_Os05g36360,OsPUB44 
LOC_Os12g30520,OsPuf4 
LOC_Os05g48300,OsPUP7 
LOC_Os02g47210,OsPUT1 
LOC_Os12g39080,OsPUT2 
LOC_Os05g12260,OsPYL|RCAR5 
LOC_Os10g42280,OsPYL1 
LOC_Os01g15340,OsRAA1 
LOC_Os06g35814,OsRab11 
LOC_Os12g43550,OsRab5a|gpa1|glup4 
LOC_Os03g09140,OsRab6a 
LOC_Os05g44050,OsRab7|OsRab7B3 
LOC_Os01g12900,OsRac1 
LOC_Os02g02840,OsRacB 
LOC_Os02g58730,OsRacD|OsRac5 
LOC_Os01g62990,OsRacGEF1 
LOC_Os09g37270,OsRacGEF2 
LOC_Os01g49290,OsRACK1A 
LOC_Os06g04190,OsRAD1 
LOC_Os01g67250,OsRAD21-1 
LOC_Os04g41110,OsRAD21-2 
LOC_Os08g16610,OsRAD21-3 
LOC_Os05g50410,OsRad21-4|OsREC8 
LOC_Os09g24200,osRAD23 
LOC_Os11g40150,OsRad51|OsRad51A1 
LOC_Os12g31370,OsRad51A2 
LOC_Os09g01680,OsRAD51D 
LOC_Os03g57790,OsRad6 
LOC_Os03g08470,OsRAF 
LOC_Os02g29150,OsRALyase 
LOC_Os05g49890,OsRAN2 
LOC_Os04g32620,OsRap2.6 
LOC_Os02g33180,OsRAR1 
LOC_Os01g04800,OsRAV2 
LOC_Os10g21268,OsrbcL1 
LOC_Os02g05830,OsRBCS1 
LOC_Os12g17600,OsRBCS2 
LOC_Os12g19381,OsRBCS3|OsRBCS5 
LOC_Os12g19470,OsRBCS4 
LOC_Os12g01010,OsRBD1 
LOC_Os12g35610,Osrboh9 
LOC_Os01g53294,OsrbohA|Osrboh2 
LOC_Os09g26660,OsrbohB|Osrboh7 
LOC_Os05g45210,OsrbohD|Osrboh5 
LOC_Os08g35210,OsrbohE|Osrboh6 
LOC_Os08g42600,OsRBR1 
LOC_Os11g47970,OsrcaA1|OsrcaA2 
LOC_Os10g25030,OsRCCR1 
LOC_Os03g17790,OsRCI2-5 
LOC_Os04g44820,OsRDCP1 
LOC_Os02g50330,OsRDR1 
LOC_Os01g34350,OsRDR6|shl-2 
LOC_Os11g44910,OsRecQ1 
LOC_Os04g35420,OsRecQl4 
LOC_Os08g42640,OsRFPH2-10 
LOC_Os05g01990,OsRH17 
LOC_Os01g45190,OsRH2 
LOC_Os03g36930,OsRH34 
LOC_Os07g43980,OsRH36 
LOC_Os03g49900,OsRHC1 
LOC_Os06g08500,OsRHL1 
LOC_Os02g52210,OsRING-1 
LOC_Os11g01190,OsRINGC2-1 
LOC_Os12g01190,OsRINGC2-2 
LOC_Os07g37090,OSRIP18 
LOC_Os03g07430,OsRLCK102 
LOC_Os03g16740,OsRLCK107 
LOC_Os03g60710,OsRLCK118 
LOC_Os05g02020,OsRLCK176 
LOC_Os05g30870,OsRLCK185 
LOC_Os08g28710,OsRLCK253 
LOC_Os01g71000,OsRLCK55 
LOC_Os01g74200,OsRLCK57 
LOC_Os02g09960,OsRLK2|OsNFR5 
LOC_Os04g56430,OsRMC|OsRLK 
LOC_Os11g06750,OsRML1 
LOC_Os03g07130,OsRMR1 
LOC_Os04g51400,OsRMT1 
LOC_Os01g28970,OsRNAG 
LOC_Os09g36680,OsRNS4|OsRRP 
LOC_Os09g12770,OsROC1|OsMYBc 
LOC_Os05g38000,OsRopGEF10|BGL 
LOC_Os11g03400,OsRP1 
LOC_Os03g11540,OsRPA1|OsRPA70b 
LOC_Os01g14980,OsRPA14 
LOC_Os02g53680,OsRPA1a 
LOC_Os02g58220,OsRPA2|OsRPA32-1 
LOC_Os04g32350,OsRPC53 
LOC_Os04g24140,OsRPI|RPI 
LOC_Os07g41140,OsRPK1 
LOC_Os03g51510,OsRpl6-1 
LOC_Os09g07120,OsRpoTm 
LOC_Os06g44230,OsRpoTp 
LOC_Os02g10640,OsRPT4 
LOC_Os04g36070,OsRR1 
LOC_Os02g35180,OsRR2 
LOC_Os06g08440,OsRR22|HST1 
LOC_Os02g58350,OsRR3 
LOC_Os01g72330,OsRR4 
LOC_Os04g44280,OsRR5 
LOC_Os04g57720,OsRR6 
LOC_Os07g26720,OsRR7 
LOC_Os08g28900,OsRR8 
LOC_Os11g04720,OsRR9 
LOC_Os09g12730,OsRRM 
LOC_Os09g34070,OsRRMh 
LOC_Os01g51430,OsRTH1 
LOC_Os05g46240,OsRTH2 
LOC_Os03g58520,OsRTH3 
LOC_Os03g61990,OsRZ1 
LOC_Os07g08960,OsRZ2 
LOC_Os03g47800,OsRZ3 
LOC_Os01g52110,OsRZFP34 
LOC_Os04g13140,OsSAG12 
LOC_Os08g44270,OsSAG12-2 
LOC_Os12g08280,OsSAL1|RHL 
LOC_Os01g24710,OsSalT 
LOC_Os01g22010,OsSAM2 
LOC_Os01g18860,OsSAM3 
LOC_Os04g42090,OsSAMDC 
LOC_Os05g04510,OsSAMS1 
LOC_Os09g01000,OsSAP 
LOC_Os06g43640,OsSAP1 
LOC_Os07g38240,OsSAP16 
LOC_Os03g55600,OsSAPK8|SAPK8 
LOC_Os01g23620,OsSar1a 
LOC_Os12g37360,OsSar1b 
LOC_Os01g15010,OsSar1c 
LOC_Os06g12090,OsSar1d 
LOC_Os01g45750,Ossbf1 
LOC_Os01g68770,OsSBP 
LOC_Os07g37740,OsSCAMP1 
LOC_Os03g18710,OsSCAR2 
LOC_Os10g01134,OsSCP46 
LOC_Os12g02870,OsSCR 
LOC_Os08g17680,OsSDF2-1 
LOC_Os08g34190,OsSDF2-2 
LOC_Os03g16570,OsSDIR1 
LOC_Os07g48640,OsSDR 
LOC_Os05g44310,OsSec18 
LOC_Os02g56500,OsSEC24 
LOC_Os08g01130,OsSEND-1 
LOC_Os04g38480,OsSERK2 
LOC_Os06g12120,OsSERK3 
LOC_Os02g18320,OsSERK4 
LOC_Os05g41172,OsSET22|SDG728|OsSUVH8 
LOC_Os10g35560,OsSFR6 
LOC_Os02g04130,OsSGL 
LOC_Os02g55570,OsSGO1 
LOC_Os04g59610,OsSGRL 
LOC_Os12g09580,OsSGS3 
LOC_Os01g43540,OsSGT1 
LOC_Os09g34250,OsSGT1 
LOC_Os03g44710,OsSh1 
LOC_Os03g52840,OsSHM1|OsSHMT1 
LOC_Os07g39820,OsSHR1 
LOC_Os03g31880,OsSHR2 
LOC_Os06g47860,OsSIDP366 
LOC_Os08g06630,OsSIG1 
LOC_Os11g26160,OsSIG2A 
LOC_Os05g50930,OsSIG5 
LOC_Os08g14450,OsSIG6 
LOC_Os06g03970,OsSIK1 
LOC_Os07g08860,OsSIK2 
LOC_Os03g22510,OsSIN 
LOC_Os09g15670,OsSIPP2C1|OsPP2C68|OsPP108 
LOC_Os09g19140,OsSIRK1 
LOC_Os05g40980,OsSIRP1 
LOC_Os05g03430,OsSIZ1 
LOC_Os03g50980,OsSIZ2 
LOC_Os02g51410,OsSK1 
LOC_Os06g12150,OsSK2 
LOC_Os04g54800,OsSK3 
LOC_Os01g01302,OsSK4|OsSKL1 
LOC_Os01g04814,OsSKD1 
LOC_Os02g52250,OsSKIPa 
