OsID,OsGene
LOC_Os03g06620,OsARD|OsARD2 
LOC_Os10g28350,OsARD1 
LOC_Os06g10880,OsAREB8|OsAREB1|OsbZIP46|OsABF2|ABL1 
LOC_Os11g32110,OsARF1 
LOC_Os04g57610,OsARF12 
LOC_Os06g09660,OsARF16 
LOC_Os06g48950,OsARF19 
LOC_Os12g29520,OsARF24 
LOC_Os12g41950,OsARF25 
LOC_Os04g01590,OsARG 
LOC_Os06g41730,OsARID3 
LOC_Os02g26700,OsARP|OsCTP 
LOC_Os06g15420,OsAS2 
LOC_Os03g19280,OsASL1 
LOC_Os03g18130,OsASN1|OsAS1 
LOC_Os11g08200,OsAsp1 
LOC_Os10g11980,OsAT1 
LOC_Os06g39390,OsAt10 
LOC_Os12g32210,OsATG10b 
LOC_Os04g58560,OsAtg4 
LOC_Os01g48920,OsATG6a 
LOC_Os07g32800,OsAtg8 
LOC_Os01g61070,OsATX 
LOC_Os01g63770,OsAUX1 
LOC_Os08g32870,OsBADH2|fgr 
LOC_Os01g50622,OsBBD1 
LOC_Os06g03580,OsBBI1 
LOC_Os01g03360,OsBBPI 
LOC_Os05g11510,OsBBX14 
LOC_Os09g33580,OsBC1 
LOC_Os05g32110,OsBC1L4 
LOC_Os02g32660,OsBEIIb 
LOC_Os03g06940,OsBGal1 
LOC_Os06g37560,OsBGal2 
LOC_Os01g70310,OsbHLH001|OsICE2 
LOC_Os10g39750,OsbHLH004 
LOC_Os07g43530,OsbHLH1|OsbHLH062 
LOC_Os12g32400,OsbHLH133 
LOC_Os03g53020,OsbHLH148 
LOC_Os06g50900,OsbHLH155 
LOC_Os02g03280,OsBI-1 
LOC_Os04g57850,OsBIABP1|SLAC1|OsSLAC1 
LOC_Os09g33810,OsBIANK1|XB25 
LOC_Os04g54200,OsBIDK1 
LOC_Os03g55320,OsBIERF1 
LOC_Os03g08500,OsBIERF4 
LOC_Os03g47740,OsBIHD1 
LOC_Os02g02410,OsBip1 
LOC_Os07g08790,OsBIP116b 
LOC_Os03g50250,OsBiP2|Bip2 
LOC_Os05g30480,OsBiP3|BiP3 
LOC_Os05g35400,OsBiP4 
LOC_Os08g09770,OsBiP5 
LOC_Os03g09220,OsBIPP2C1 
LOC_Os02g50930,OsBIRF1 
LOC_Os03g01830,OsBIRH1 
LOC_Os11g15060,OsBISAMT1 
LOC_Os08g44640,OsBISCPL1 
LOC_Os08g07760,OsBISERK1|OsSERK1|OsBAK1 
LOC_Os05g03150,OsBLE1 
LOC_Os07g45570,OsBLE2 
LOC_Os05g15630,OsBLE3 
LOC_Os12g06340,OsBLH1 
LOC_Os03g06930,OsBLH6 
LOC_Os12g37840,OsBOR1 
LOC_Os05g08430,OsBOR4 
LOC_Os03g08480,OsBP-73 
LOC_Os05g33400,OsBphi262 
LOC_Os09g12240,OsBRL1 
LOC_Os08g25380,OsBRL3 
LOC_Os03g12730,OsBRR1 
LOC_Os02g47230,OsBRXL1 
LOC_Os03g63650,OsBRXL2 
LOC_Os04g51172,OsBRXL3 
LOC_Os08g36020,OsBRXL4 
LOC_Os09g27220,OsBRXL5 
LOC_Os12g09080,OsBRXL6 
LOC_Os04g58750,OsBSK3 
LOC_Os01g68020,OsBT 
LOC_Os02g10800,OsBT1-1|OsBT1 
LOC_Os05g07900,OsBT1-2 
LOC_Os06g40050,OsBT1-3 
LOC_Os03g01910,OsBTF3|Osj10gBTF3 
LOC_Os10g26940,OsBURP16 
LOC_Os01g46970,OSBZ8|OsbZIP05 
LOC_Os01g07880,OsbZIP01 
LOC_Os02g09830,OsbZIP16 
LOC_Os02g52780,OsbZIP23 
LOC_Os03g20310,OsbZIP28|OsbZIP1 
LOC_Os05g34050,OsbZIP39 
LOC_Os06g41770,OsbZIP50|OsbZIP74 
LOC_Os06g45140,OsbZIP52|RISBZ5 
LOC_Os07g44950,OsbZIP60 
LOC_Os09g13570,OsbZIP71 
LOC_Os09g28310,OsbZIP72 
LOC_Os11g05480,OsbZIP79|OsTGA911 
LOC_Os07g39220,OsBZR1 
LOC_Os06g10350,OsC1 
LOC_Os07g04580,OsC3H47 
LOC_Os08g43290,OSC4 
LOC_Os11g37280,OsC6 
LOC_Os01g45274,OsCA1 
LOC_Os09g17740,OsCAB1R 
LOC_Os01g34480,OS-CAD 
LOC_Os04g36660,OsCaM 
LOC_Os03g20370,OsCam1-1 
LOC_Os07g48780,OsCam1-2|OsCam1 
LOC_Os01g16240,OsCam1-3|OsCaM1-3 
LOC_Os05g41210,OsCam2 
LOC_Os01g17190,OsCam3 
LOC_Os01g59530,OsCaM61 
LOC_Os02g07120,OsCAND1 
LOC_Os10g41780,OsCAO1|PGL 
LOC_Os10g41760,OsCAO2 
LOC_Os04g08350,OsCAS 
LOC_Os03g62650,Os-CASTOR 
LOC_Os02g02400,OsCATA 
LOC_Os05g24550,OsCatB 
LOC_Os06g51150,OsCATB 
LOC_Os03g03910,OsCATC|noe1 
LOC_Os01g37690,OsCAX1a 
LOC_Os03g25070,OsCBK 
LOC_Os10g41510,OsCBL1 
LOC_Os12g40510,OsCBL2 
LOC_Os02g18930,OsCBL8 
LOC_Os12g04240,OsCBP 
LOC_Os03g56800,OsCBSIMPDH1|OsCBSIMPDH1a|OsCBSIMPDH1b 
LOC_Os09g26190,OsCBSPPR1 
LOC_Os02g06360,OsCBSSIS1 
LOC_Os02g57280,OsCBSX3 
LOC_Os03g52690,OsCBSX4 
LOC_Os07g30774,OsCBT 
LOC_Os05g34770,OsCc1 
LOC_Os05g41090,OsCCaMK|OsDMI3 
LOC_Os08g23440,OsCCC1 
LOC_Os01g19850,OsCCC2 
LOC_Os12g44310,OsCCD1 
LOC_Os02g56460,OsCCR1 
LOC_Os03g03150,OsCCS52A|TAD|TE 
LOC_Os01g74146,OsCCS52B 
LOC_Os01g61900,OsCCT01 
LOC_Os03g17570,OsCCT11 
LOC_Os06g01340,OsCCT19 
LOC_Os03g45370,OsCCX2 
LOC_Os12g36890,OsCD1|OsCSLD4|NRL1|ND1|sle1|DNL1 
LOC_Os01g43520,OsCDase 
LOC_Os06g41750,OsCDC27 
LOC_Os03g05730,OsCDC48 
LOC_Os03g03660,OsCDPK13|OsCDPK11|OsCPK11 
LOC_Os11g07040,OsCDPK14 
LOC_Os07g33110,OsCDPK2|OsCPK2 
LOC_Os04g49510,OsCDPK7 
LOC_Os01g08330,OsCDR1 
LOC_Os06g05120,OsCDT1|OsCDT2 
LOC_Os01g08300,OsCDT3 
LOC_Os01g12070,OsCel9A|OsGLU5 
LOC_Os08g37070,OsCEP6.1 
LOC_Os02g40784,OsCER1 
LOC_Os04g52164,OsCER2 
LOC_Os02g43906,OsCERK 
LOC_Os08g42580,OsCERK1 
LOC_Os01g54620,OsCesA4|Bc7|bc11 
LOC_Os10g32980,OsCesA7 
LOC_Os07g10770,OsCesA8 
LOC_Os06g18010,OsCGT 
LOC_Os01g61160,OsChI1 
LOC_Os04g41680,OsChia4a 
LOC_Os10g28370,OsCHL 
LOC_Os03g20700,OsCHLH 
LOC_Os07g03450,OsCHR4 
LOC_Os05g49900,OsCHS 
LOC_Os05g19500,OsCHX14 
LOC_Os10g07210,OsCIA 
LOC_Os02g33110,OsCIN1 
LOC_Os01g55450,OsCIPK12 
LOC_Os12g02200,OsCIPK14 
LOC_Os11g02240,OsCIPK15 
LOC_Os07g05620,OsCIPK23 
LOC_Os03g20380,OsCK1|OsCIPK31|CIPK03 
LOC_Os01g71310,OsCKX4 
LOC_Os01g65500,OsCLC1 
LOC_Os04g36560,OsCLC-1 
LOC_Os02g35190,OsCLC-2 
LOC_Os06g16390,OsCLF|SDG711 
LOC_Os07g34110,OsCLIP 
LOC_Os01g71080,OsCLP 
LOC_Os02g42290,OsCLP3 
LOC_Os02g32520,OsClpD1 
LOC_Os01g32350,OsClpP3 
LOC_Os03g19510,OsClpP5 
LOC_Os01g72570,OsCLT1 
LOC_Os01g58790,OsCMK 
LOC_Os12g03816,OsCML3 
LOC_Os06g48510,OsCMO 
LOC_Os10g01570,OsCMT3a 
LOC_Os03g12570,OsCMT3b 
LOC_Os06g04500,OsCNIH1 
LOC_Os04g32950,OsCNX 
LOC_Os09g06464,OsCO3 
LOC_Os01g63420,OsCOI1|OsCOI1a 
LOC_Os05g37690,OsCOI1b 
LOC_Os03g15880,OsCOI2 
LOC_Os01g01420,OsCOIN 
LOC_Os03g50310,OsCOL10 
LOC_Os07g47140,OsCOL13 
LOC_Os02g39710,OsCOL4 
LOC_Os05g45280,OsCOLE1 
LOC_Os06g41050,OsCOM1 
LOC_Os03g55850,Oscor413-pm1 
LOC_Os04g57490,OsCP1 
LOC_Os03g19380,OsCP12 
LOC_Os11g04710,OsCPD1 
LOC_Os03g57450,OsCPK10 
LOC_Os04g47300,OsCPK12 
LOC_Os08g42750,OsCPK21 
LOC_Os11g04170,OsCPK25 
LOC_Os12g03970,OsCPK26 
LOC_Os02g03410,OsCPK4 
LOC_Os07g10690,OsCPL1|sh-h 
LOC_Os12g17910,OsCPn60alpha1|OsCPn60a1 
LOC_Os05g43380,OsCPP5 
LOC_Os02g17780,OsCPS|OsCPS1 
LOC_Os02g36210,OsCPS2|OsCyc2 
LOC_Os09g15050,OsCPS3 
LOC_Os04g09900,OsCPS4|OsCyc1 
LOC_Os03g03990,OscpSRP43 
LOC_Os03g43670,OsCR4 
LOC_Os05g06940,OsCRSH3 
LOC_Os11g36440,OsCRTISO|ZEBRA2|MHZ5 
LOC_Os02g36380,OsCRY1a 
LOC_Os04g37920,OsCRY1b 
LOC_Os02g41550,OsCRY2|CRY2 
LOC_Os10g42750,OsCSLD1|rth-2 
LOC_Os02g02870,OsCSP1 
LOC_Os08g03520,OsCSP2 
LOC_Os03g54770,OsCstF50|OsWD40-93 
LOC_Os11g07490,OsCstF64 
LOC_Os12g38380,OsCstF77 
LOC_Os05g38530,OsctHSP70-1 
LOC_Os01g62420,OscTPI 
LOC_Os04g16970,OsCTR1 
LOC_Os02g32610,OsCTR2 
LOC_Os04g52140,OsCTR3 
LOC_Os10g23204,OsCutA1 
LOC_Os05g33040,OsCYCP1;1 
LOC_Os10g33270,OsCYN 
LOC_Os09g28480,OsCYO1 
LOC_Os06g49470,OsCYP19-4 
LOC_Os02g02890,OsCYP2|OsCyp2-P|LRT2 
LOC_Os05g01270,OsCYP20-2 
LOC_Os07g29390,OsCYP21-4 
LOC_Os09g39780,OsCYP-25|CYP19-3 
LOC_Os05g12040,OsCYP51G3 
LOC_Os07g11739,Oscyp71Z2|CYP71Z2 
LOC_Os10g17260,OsCYP84A 
LOC_Os03g04680,OsCYP96B4|BSH1|SD37 
LOC_Os02g34560,OsCYT-INV1|SRT5 
LOC_Os04g20330,OscZOG1 
LOC_Os04g40970,OsDBH 
LOC_Os03g02970,OsDCL1 
LOC_Os03g38740,OsDCL2a 
LOC_Os09g14610,OsDCL2b 
LOC_Os01g68120,OsDCL3a 
LOC_Os10g34430,OsDCL3b 
LOC_Os09g27060,OsDDM1a 
LOC_Os03g51230,OsDDM1b 
LOC_Os08g04440,OsDEG10 
LOC_Os11g29370,OsDEP 
LOC_Os08g35240,OsDERF1 
LOC_Os01g01484,OsDET1 
LOC_Os03g61050,OsDEX1 
LOC_Os01g44260,OsDfr 
LOC_Os02g39340,OsDG2 
LOC_Os05g10810,OsDGAT 
LOC_Os07g10830,OsDGL1 
LOC_Os06g12630,OsDHAR2 
LOC_Os02g57370,OsDHHC1 
LOC_Os02g44870,OsDhn1|OsLip9 
LOC_Os02g50350,OsDHODH1 
LOC_Os02g20170,OsDi19-4 
LOC_Os10g05720,OsDIL|OsLTP6 
LOC_Os03g24040,OsDIS1 
LOC_Os05g26902,OsDjA7 
LOC_Os05g26926,OsDjA8 
LOC_Os03g13390,OsDMAS1 
LOC_Os11g04954,OsDMC1|DMC1B 
LOC_Os06g50870,OsDNLZ1 
LOC_Os03g07360,OsDof12|OsCDF1 
LOC_Os08g38220,OsDof25 
LOC_Os08g39450,OsDOG|OsSAP11 
LOC_Os01g09620,OsDOS 
LOC_Os08g05960,OsDR10 
LOC_Os12g27520,OsDR11 
LOC_Os07g34570,OsDR8 
LOC_Os05g24160,OsDRB1-1 
LOC_Os11g01869,OsDRB1-2 
LOC_Os08g29530,OsDRB1-4 
LOC_Os05g05790,OsDRB3 
LOC_Os09g35030,OsDREB1A|OsDREBL|OsCBF3 
LOC_Os09g35010,OsDREB1B 
LOC_Os06g06970,OsDREB1D 
LOC_Os04g48350,OsDREB1E|OsDREB1-1|CR350 
LOC_Os01g73770,OsDREB1F|RCBF2 
LOC_Os01g07120,OsDREB2A 
LOC_Os05g27930,OsDREB2B 
LOC_Os02g43940,OsDREB4-1|CR223 
LOC_Os04g46400,OsDREB4-2|CR250 
LOC_Os04g35190,OsDRF1 
LOC_Os03g02010,OsDRM2 
LOC_Os09g26400,OsDSG1 
LOC_Os11g07500,OsDSHCT 
LOC_Os01g29469,OsDsPTP1 
LOC_Os10g09850,OsDSR-1 
LOC_Os01g62200,OsDSR2 
LOC_Os11g10590,OsDT11 
LOC_Os02g36140,OsDTC1|OsKS3 
LOC_Os11g28530,OsDTC2|OsKSL11 
LOC_Os04g10060,OsDTS2|OsKSL4|OsKS4 
LOC_Os03g16950,OsDUF26 
LOC_Os10g42960,OsDUR3 
LOC_Os03g22780,OsDVR 
LOC_Os03g40540,OsDWARF 
LOC_Os03g12660,OsDWARF4|CYP90B2 
LOC_Os01g01710,OsDXR 
LOC_Os07g09190,OsDXS|OsDXS3 
LOC_Os02g33430,OsE2F1 
LOC_Os12g06200,OsE2F2 
LOC_Os09g28440,OsEATB 
LOC_Os03g08460,OsEBP-89 
LOC_Os05g51360,OsEBS 
LOC_Os03g17310,osECA1 
LOC_Os05g03820,OsECS 
LOC_Os03g06410,OsEDR1|OsACDR1|OsMAPKKK1|SPL3 
LOC_Os09g22450,OsEDS1 
LOC_Os10g08550,OsEE1|OsEno4 
LOC_Os01g38530,OsEF3|OsELF3-2|OsELF3.2 
LOC_Os05g31140,OsEGL1 
LOC_Os01g71474,OsEGL2 
LOC_Os07g12110,OseIF3e|EIF3E 
LOC_Os05g01450,OseIF3f 
LOC_Os02g05330,OseIF4A 
LOC_Os07g44620,Os-eIF6;1 
LOC_Os01g17330,Os-eIF6;2 
LOC_Os03g20790,OsEIL1|MHZ6 
LOC_Os07g48630,OsEIL2 
LOC_Os07g06130,OsEIN2 
LOC_Os05g28210,OsEm|EMP1|OsEm1 
LOC_Os04g08034,OsEMF2a 
LOC_Os09g13630,OsEMF2b 
LOC_Os11g05390,OsENA1 
LOC_Os09g20820,OsEno1 
LOC_Os03g14450,OsEno2 
LOC_Os03g15950,OsEno3 
LOC_Os06g04510,OsEno5 
LOC_Os06g05010,OsENOD93-1 
LOC_Os07g37100,OsENT2 
LOC_Os03g18200,OsERdj3A 
LOC_Os02g54160,OsEREBP1 
LOC_Os01g64790,OsEREBP2|ERF99 
LOC_Os04g46220,OsERF1 
LOC_Os09g13940,OsERF109 
LOC_Os06g08340,OsERF2 
LOC_Os06g09390,OsERF71 
LOC_Os01g54890,OsERF922 
LOC_Os03g52340,OsEro1 
LOC_Os03g18360,OsETOL1 
LOC_Os01g48060,OsETT2|OsETTIN2 
LOC_Os05g48870,OsETTIN1|OsARF15 
LOC_Os01g56940,OsEXO1 
LOC_Os02g30230,OsExo70-F2 
LOC_Os04g31330,OsExo70-F3 
LOC_Os04g15840,OsEXP1 
LOC_Os04g49410,OsEXPA10 
LOC_Os06g01920,OsEXPA17 
LOC_Os10g39110,OsEXPA30 
LOC_Os01g14650,OsEXPA8 
LOC_Os10g40720,OsEXPB3 
LOC_Os04g46650,OsEXPB5 
LOC_Os06g24180,OsF5HL 
LOC_Os03g02180,OsF5HL2 
LOC_Os02g48560,OsFAD2|OsFAD2-1 
LOC_Os12g01370,OsFAD3 
LOC_Os08g34220,OsFAD6 
LOC_Os03g18070,OsFAD7 
LOC_Os07g49310,OsFAD8 
LOC_Os12g43363,OsFAH1 
LOC_Os03g56820,OsFAH2 
LOC_Os08g39630,OsFBH1 
LOC_Os03g07530,OsFBK12 
LOC_Os10g03850,OsFbx352 
LOC_Os03g48040,OsFdC2 
LOC_Os05g46270,OsFEN-1 
LOC_Os11g01530,OsFER1 
LOC_Os12g01530,OsFER2 
LOC_Os01g67240,OsFH1 
LOC_Os08g04290,OsFIE1|Epi-df 
LOC_Os08g04270,OsFIE2 
LOC_Os08g42850,OsFKBP16-3 
LOC_Os01g66940,OsFKI 
LOC_Os08g02120,OsFKII 
LOC_Os10g34040,OsFlot 
LOC_Os04g52780,OsFLS2 
LOC_Os03g06654,OsFMO|OsCOW1|NAL7 
LOC_Os07g38130,OsFOR1|PGIP 
LOC_Os01g50760,OsFPPS1|FPPS1|FPPS 
LOC_Os05g46580,OsFPPS2|FPPS2 
LOC_Os04g56210,OsFPPS3 
LOC_Os03g11734,OsFRDL1 
LOC_Os10g13940,OsFRDL2 
LOC_Os01g69010,OsFRDL4 
LOC_Os06g45820,OsFtsH2 
LOC_Os01g72220,OsFY 
LOC_Os01g71930,Osg1 
LOC_Os02g38840,OsG6PDH1 
LOC_Os04g40874,OsG6PDH2 
LOC_Os07g22350,OsG6PDH3 
LOC_Os03g20300,OsG6PDH5 
LOC_Os03g63970,OsGA20ox1|GNP1 
LOC_Os07g07420,OsGA20ox3|GA20ox3 
LOC_Os05g06670,OsGA2ox1 
LOC_Os07g01340,OsGA2ox5 
LOC_Os04g44150,OsGA2ox6 
LOC_Os05g08540,OsGA3ox1 
LOC_Os02g02210,OsGABA-T 
LOC_Os08g36320,OsGAD1 
LOC_Os04g37500,OsGAD2 
LOC_Os01g10490,OsGAE1 
LOC_Os02g22130,OsGAP1 
LOC_Os04g40950,OsGapC2 
LOC_Os08g34210,OsGAPDH 
LOC_Os01g16970,OsGAS2 
LOC_Os03g55290,OsGASR1 
LOC_Os04g39110,OsGASR2 
LOC_Os11g08410,OsGATA28 
LOC_Os11g34210,OsGatB 
LOC_Os07g22930,OsGBSSII 
LOC_Os10g37180,OsGDCH 
LOC_Os03g58040,OsGDH1 
LOC_Os04g45970,OsGDH2 
LOC_Os02g43470,OsGDH3 
LOC_Os05g34540,OsGDI1 
LOC_Os05g23860,OsGDI2 
LOC_Os03g16900,OsGDI3 
LOC_Os09g35000,OsGEN-L 
LOC_Os08g08980,OsGER1 
LOC_Os02g36974,OsGF14e|GF14e|GID2 
LOC_Os12g08810,OsGGP 
LOC_Os07g39270,OsGGPPS1 
LOC_Os02g44780,OsGGPPS2 
LOC_Os10g40640,OsGGT 
LOC_Os08g40680,OsGH 
LOC_Os01g57610,OsGH3.1|OsGH3-1|LC1 
LOC_Os11g32510,OsGH3.13|TLD1 
LOC_Os07g40290,OsGH3.8|OsGH3-8|OsMGH3 
LOC_Os01g55940,OsGH3-2 
LOC_Os03g52630,OsGH9A3 
LOC_Os02g50040,OsGH9B1 
LOC_Os01g08700,OsGI 
LOC_Os02g12440,OsGIRL1 
LOC_Os09g25850,OsGL1-1|WSL2 
LOC_Os06g44300,OsGL1-3 
LOC_Os02g56920,OsGL1-6 
LOC_Os06g44100,OsglHAT1|GW6a 
LOC_Os06g24070,OsGLK1 
LOC_Os01g71830,OsGLN1 
LOC_Os01g71670,OsGLN2 
LOC_Os05g04220,OsGlnB 
LOC_Os08g35760,OsGLP1 
LOC_Os02g32980,OsGLP2-1 
LOC_Os09g25980,OsGLR2.1 
LOC_Os02g02540,OsGLR3.2 
LOC_Os03g21210,OsGLU1|OsGH9A1 
LOC_Os04g41970,OsGLU3|RT 
LOC_Os02g02860,OsGluRS|Cde1(t) 
LOC_Os07g46360,OsGlyI 
LOC_Os05g22970,OsGLYI-8 
LOC_Os01g47690,OsGLYII1|OsETHE1 
LOC_Os03g21460,OsGLYII2 
LOC_Os09g34100,OsGLYII3 
LOC_Os10g28200,OsGME1 
LOC_Os11g37890,OsGME2 
LOC_Os02g17500,OsGMST1 
LOC_Os09g31310,OsGNA1 
LOC_Os06g09930,OsGPCR 
LOC_Os11g34360,OsGPCR 
LOC_Os08g08840,OsGPT 
LOC_Os07g33910,OsGPT2-3 
LOC_Os04g46960,OsGPX1 
LOC_Os02g44500,OsGpx3|GPX3|OsGPx03 
LOC_Os03g06740,OsGR1 
LOC_Os02g56850,OsGR2|RGRC2 
LOC_Os10g28000,OsGR3|GR3 
LOC_Os03g51330,OsGRAS19|OsSCL7 
LOC_Os04g50060,OsGRAS23 
LOC_Os02g53690,OsGRF1|rhd1 
LOC_Os02g45570,OsGRF10 
LOC_Os04g51190,OsGRF3 
LOC_Os06g02560,OsGRF5 
LOC_Os03g51970,OsGRF6 
LOC_Os10g31330,Osgrp-2 
LOC_Os12g43600,Osgr-rbp4|Osgrp1 
LOC_Os02g40500,OsGrx_C2.1 
LOC_Os01g27140,OsGrx_C7 
LOC_Os04g42930,OsGrx|OsGrxC2;2 
LOC_Os07g05630,OsGRX19|MIL1 
LOC_Os01g47760,OsGRX6 
LOC_Os02g30850,OsGRX8 
LOC_Os02g50240,OsGS|OsGS1|GS1|OsGS1;1|OsGLN1;1 
LOC_Os03g50490,OsGS1;3|OsGLN1;3 
LOC_Os04g56400,OsGS2|lambdaGS31 
LOC_Os01g10840,OsGSK1 
LOC_Os06g35530,OsGSK4 
LOC_Os06g15620,OsGSR1 
LOC_Os03g17470,OsGSTL2 
LOC_Os11g37730,OsGSTT1 
LOC_Os09g29200,OsGSTU17 
LOC_Os10g38489,Osgstu4 
LOC_Os12g10730,OsGSTZ2 
LOC_Os01g15780,OsGT1 
LOC_Os02g22380,OsGT61-1|XAX1 
LOC_Os11g16550,OsGUN4 
LOC_Os06g30310,OsGWD1 
LOC_Os07g47240,OsGZF1 
LOC_Os03g51690,OSH1|Oskn1 
LOC_Os03g47016,OSH10 
LOC_Os03g51710,OSH3 
LOC_Os05g39770,Osh36|OsAMTR1 
LOC_Os03g56110,OSH43 
LOC_Os08g19650,OSH45 
LOC_Os01g19694,OSH6 
LOC_Os05g03884,OSH71|Oskn2 
LOC_Os02g01220,OsHAC1;1 
LOC_Os04g17660,OsHAC1;2 
LOC_Os02g04490,OsHAC703 
LOC_Os06g43790,OsHAF701 
LOC_Os04g32920,OsHAK1 
LOC_Os06g42030,OsHAK10 
LOC_Os03g37840,OsHAK16 
LOC_Os01g70940,OsHAK2 
LOC_Os03g37930,OsHAK21 
LOC_Os01g70490,OsHAK5 
LOC_Os06g09910,OsHAL3 
LOC_Os07g43360,OsHAM701 
LOC_Os03g29760,OsHAP2E 
LOC_Os01g61810,OsHAP3A 
LOC_Os05g38820,OsHAP3B 
LOC_Os05g49780,OsHAP3C 
LOC_Os02g49370,OsHAP3E 
LOC_Os03g01890,OSHB1 
LOC_Os10g33960,OSHB2 
LOC_Os12g41860,OSHB3|OsHox33 
LOC_Os03g43930,OSHB4|OsHox32 
LOC_Os01g10320,OSHB5 
LOC_Os01g17260,OsHBP1b 
LOC_Os10g30850,OsHCI1 
LOC_Os06g38470,OsHDAC1 
LOC_Os03g52170,OsHDR 
LOC_Os02g39160,OsHDS 
LOC_Os05g51830,OsHDT1|HDT701 
LOC_Os01g62780,OsHESO1 
LOC_Os04g13540,OsHFP 
LOC_Os06g44840,OsHGGT|HGGT 
LOC_Os07g47670,OsHIGD2 
LOC_Os08g39840,OsHI-LOX 
LOC_Os04g55510,OsHIP1|HAF1 
LOC_Os08g30790,OsHIR1 
LOC_Os05g51420,OsHIR3 
LOC_Os04g51820,OsHKT1;1|OsHKT4 
LOC_Os02g07830,OsHKT1;3 
LOC_Os04g51830,OsHKT1;4 
LOC_Os01g20160,OsHKT1;5|SKC1|OsHKT8 
LOC_Os06g48810,OsHKT2;1|OsHKT1 
LOC_Os06g48800,OsHKT2;4 
LOC_Os06g48720,OsHMA2|OsHMA2v 
LOC_Os02g10290,OsHMA4 
LOC_Os04g46940,OsHMA5 
LOC_Os06g45500,OsHMA9 
LOC_Os03g27770,OsHO2|HO2|OsYLC2 
LOC_Os03g62670,OsHOL1 
LOC_Os06g06040,OsHOL2 
LOC_Os01g64250,OsHORZ1 
LOC_Os03g52700,OsHOS1 
LOC_Os10g41230,OsHox1 
LOC_Os04g45810,Oshox22 
LOC_Os02g43330,OsHOX24 
LOC_Os09g29460,Oshox4 
LOC_Os02g02000,OsHPL3 
LOC_Os02g01150,OsHPR1 
LOC_Os01g12830,OsHPR2 
LOC_Os06g19680,OsHrd1 
LOC_Os03g15350,OsHrd3 
LOC_Os05g47780,OsHRZ2 
LOC_Os09g20830,OsHSBP1 
LOC_Os06g16270,OsHSBP2 
LOC_Os11g30560,OsHSD1 
LOC_Os09g28354,OsHsf23 
LOC_Os10g28340,OsHSF6|OsHsfA2c 
LOC_Os03g06630,OsHSFA2d|OsHSF7 
LOC_Os03g58160,OsHsfA2e 
LOC_Os01g54550,OsHsfA4a|OsHsfA4b 
LOC_Os01g39020,OsHsfA7 
LOC_Os08g43334,OsHsfB2b 
LOC_Os07g44690,OsHsfB4b 
LOC_Os01g53220,OsHsfC1b 
LOC_Os01g04370,Oshsp16.9 
LOC_Os01g04360,OsHSP16.9C 
LOC_Os01g04380,OsHSP17.0 
LOC_Os03g16040,OsHSP17.7 
LOC_Os03g16030,Oshsp18.0 
LOC_Os01g08860,OsHSP18.2|Oshsp18.0-CII 
LOC_Os12g38180,OsHSP23.7 
LOC_Os03g14180,Oshsp26 
LOC_Os05g23740,OsHsp70CP1 
LOC_Os08g03350,OsHT 
LOC_Os09g15430,OsHTAS 
LOC_Os04g46450,OsHUB1|MIP1 
LOC_Os10g41590,OsHUB2|FRRP1 
LOC_Os04g44620,OsHUS1 
LOC_Os03g53960,OsHXA701|HXA701 
LOC_Os05g31110,OsHXK10 
LOC_Os05g44760,OsHXK5 
LOC_Os01g53930,OsHXK6 
LOC_Os05g09500,OsHXK7 
LOC_Os01g62880,OsI_04429 
LOC_Os01g08320,OsIAA1 
LOC_Os02g57250,OsIAA10 
LOC_Os03g43400,OsIAA11 
LOC_Os03g53150,OsIAA13|OsiIAA1 
LOC_Os06g39590,OsIAA23 
LOC_Os01g13030,OsIAA3 
LOC_Os01g18360,OsIAA4 
LOC_Os02g56120,OsIAA9 
LOC_Os03g48740,OsIAGLU 
LOC_Os06g21410,OSIAGP 
LOC_Os03g32580,OsI-BAK1 
LOC_Os03g37970,OsiBBC1 
LOC_Os04g56500,OsIBH1|IBH1 
LOC_Os06g20340,OsIBR5 
LOC_Os11g32100,OsICE1 
LOC_Os04g47860,OsIDD10 
LOC_Os03g60430,OsIDS1 
LOC_Os03g19480,OsiEZ1|OsSET1|SDG718 
LOC_Os01g18840,OsIFL 
LOC_Os01g66590,OsIG1 
LOC_Os03g58300,OsIGL|OsIgl 
LOC_Os10g33310,OsiICK6 
LOC_Os04g57320,OsIM1 
LOC_Os05g28510,OsImpbeta1 
LOC_Os03g09250,OsINO1-1|OsINO1 
LOC_Os10g22450,OsINO1-2 
LOC_Os09g08072,OSINV1 
LOC_Os02g01590,OSINV3 
LOC_Os04g33720,OSINV4 
LOC_Os10g40090,OSIPA 
LOC_Os12g12860,OSIPK 
LOC_Os02g32370,OsIPK2|IPK2|IP6K 
LOC_Os05g46530,OSIPP3 
LOC_Os03g05334,OsIPS1 
LOC_Os03g24240,OsIPT2 
LOC_Os05g47840,OsIPT7 
LOC_Os01g01660,OsIRL 
LOC_Os01g72370,OsIRO2 
LOC_Os03g26210,OsIRO3|OsOsbHLH063 
LOC_Os03g46470,OsIRT1 
LOC_Os03g46454,OsIRT2 
LOC_Os01g70200,OsIRX10 
LOC_Os06g47340,OsIRX14 
LOC_Os07g49370,OsIRX9 
LOC_Os01g48440,OsIRX9L 
LOC_Os08g40930,OsISA1 
LOC_Os05g32710,OsISA2 
