OsID,OsGene
LOC_Os02g37920,OsPMS1
LOC_Os02g38020,OsPHT2;1
LOC_Os02g38230,OsNAR2.1
LOC_Os02g38260,LSSR1
LOC_Os02g38840,OsG6PDH1
LOC_Os02g38920,OsGAPDH1
LOC_Os02g39010,OsMSRPK1|Orysa;CDKG;1
LOC_Os02g39160,OsHDS
LOC_Os02g39340,OsDG2
LOC_Os02g39390,RSS1
LOC_Os02g39400,OsNIC
LOC_Os02g39710,OsCOL4
LOC_Os02g39800|LOC_Os02g39810,SDG736|OsSET9
LOC_Os02g40030,OsNST1|BC14
LOC_Os02g40070,BBM2
LOC_Os02g40240,LP2
LOC_Os02g40450,MER3|RCK
LOC_Os02g40500,OsGrx_C2.1
LOC_Os02g40510,OsPRR1
LOC_Os02g40530,OsMPS
LOC_Os02g40710,OsAMT1;3|OsAMT1.3
LOC_Os02g40730,OsAMT1;2|OsAMT1.2
LOC_Os02g40784,OsCER1|OsGL1-4
LOC_Os02g40860,hbd2|OsCKI1
LOC_Os02g41510,OsMYB30|OsMYB5P
LOC_Os02g41550,OsCRY2|CRY2
LOC_Os02g41650,OsPAL
LOC_Os02g41670,OsPAL2;3
LOC_Os02g41680,PAL|OsPAL4
LOC_Os02g41800,ARF8
LOC_Os02g41890,OsPSKR1
LOC_Os02g41904,OsDEF7|CAL1|OsAFP1
LOC_Os02g42150,OsWAK14
LOC_Os02g42230,OsRPA2b
LOC_Os02g42290,OsCLP3
LOC_Os02g42330,OsNIT2
LOC_Os02g42350,OsNIT1
LOC_Os02g42600,OsLMS
LOC_Os02g42780,SIT1
LOC_Os02g42820,OsPLIM2a
LOC_Os02g42880,OsREM1.4
LOC_Os02g42910,OsSHOC1
LOC_Os02g42950,OsYABBY4
LOC_Os02g43010,OsVPE3|REP-2
LOC_Os02g43180,OsGrx10
LOC_Os02g43194,OS-ALDH
LOC_Os02g43330,OsHOX24
LOC_Os02g43370,OsYSL2
LOC_Os02g43410,OsYSL15
LOC_Os02g43460,CTD2
LOC_Os02g43470,OsGDH3
LOC_Os02g43550,OsCYCP4;2
LOC_Os02g43790,AP59|OsBIERF3|OsAP59
LOC_Os02g43820,OsSta2
LOC_Os02g43912|LOC_Os02g43906,OsCERK
LOC_Os02g43940,OsDREB4-1|CR223
LOC_Os02g43970,ARAG1
LOC_Os02g44000,OsNAGK2|NAGK2
LOC_Os02g44230,OsTPP1
LOC_Os02g44250,OsINP1
LOC_Os02g44310,RCc3
LOC_Os02g44360,OsSCL6-IIb
LOC_Os02g44370,OsSCL6-IIa
LOC_Os02g44500,OsGpx3|GPX3|OsGPx03
LOC_Os02g44590,OsSP1
LOC_Os02g44630,OsPIP1;1|RWC1
LOC_Os02g44780,OsGGPPS2|OsGRP
LOC_Os02g44870,OsDhn1|OsLip9
LOC_Os02g44990,MAIF1
LOC_Os02g45054,SID1|OsIDD4
LOC_Os02g45070,OsAGO1a
LOC_Os02g45110,OsMTA2
LOC_Os02g45160,OsALMT7
LOC_Os02g45250,Roc5|oul1
LOC_Os02g45450,OsDREB1G
LOC_Os02g45520,OsSPX-MFS2
LOC_Os02g45570,OsGRF10
LOC_Os02g45660,OsIspF
LOC_Os02g45770,OsMADS6|MFO1|AFG1
LOC_Os02g45780,DHS
LOC_Os02g45850,RAV6
LOC_Os02g46940,OsKANADI1|OsKANADI2
LOC_Os02g46970,Os4CL2
LOC_Os02g47020,OsPrk
LOC_Os02g47200,OsAOX1c|AOX1c
LOC_Os02g47210,OsPUT1
LOC_Os02g47230,OsBRXL1
LOC_Os02g47280,GS2|OsGRF4|GL2|GLW2|LGS1
LOC_Os02g47360,OSOTP51
LOC_Os02g47470,OsABA8ox1
LOC_Os02g47510,OsNCED1|OsCCD4a
LOC_Os02g47660,OsBLR1|OsbHLH079
LOC_Os02g47790,OsMDHAR4
LOC_Os02g47810,OsDOF11
LOC_Os02g47850,GAT1
LOC_Os02g47970,ADL1|OsDEK1
LOC_Os02g47980,OsMIZ1
LOC_Os02g48010,OsNMCP1
LOC_Os02g48290,NTRB
LOC_Os02g48330,HMGRI
LOC_Os02g48560,OsFAD2|OsFAD2-1
LOC_Os02g48964,SRWD2
LOC_Os02g49230,DTH2|OsCOL9|OsCCT08
LOC_Os02g49370,OsHAP3E
LOC_Os02g49410,OsNF-YB1
LOC_Os02g49480,OsbHLH034
LOC_Os02g49720,ALDH2a|OsALDH2B5
LOC_Os02g49840,OsMADS57
LOC_Os02g49880,Ghd2|OsK
LOC_Os02g50040,OsGH9B1
LOC_Os02g50240,OsGS|OsGS1|GS1|OsGS1;1|OsGLN1;1
LOC_Os02g50330,OsRDR1
LOC_Os02g50350,OsDHODH1
LOC_Os02g50480,OsCKT1|OHK5|OsHk6
LOC_Os02g50550,BC3|OsDRP2B
LOC_Os02g50730,OsMMP1
LOC_Os02g50930,OsBIRF1
LOC_Os02g50960,OsPIN1|REH1|PIN1b|OsPIN1b
LOC_Os02g50970,DSM1
LOC_Os02g51070,SSIIB
LOC_Os02g51080,LYL1|OsChlP|OsGGR
LOC_Os02g51110,Lsi1|OsNIP2;1|OsLsi1
LOC_Os02g51180,OsCUL3a
LOC_Os02g51320,PGL2|OsBUL1|OsbHLH173
LOC_Os02g51410,OsSK1
LOC_Os02g51440,OsLAC10
LOC_Os02g51750,OsANN1
LOC_Os02g51810,OM64
LOC_Os02g51860,OsTSD2|OsQUA2
LOC_Os02g52040,OsPHI-1
LOC_Os02g52140,OsPABN1
LOC_Os02g52210,OsRING-1
LOC_Os02g52250,OsSKIPa
LOC_Os02g52340,OsMADS22
LOC_Os02g52480,KRP1
LOC_Os02g52490,SGL1
LOC_Os02g52550,TGW2
LOC_Os02g52710,AmyI-1|RAmy1A
LOC_Os02g52780,OsbZIP23
LOC_Os02g52840,FLS
LOC_Os02g52940,OsPPa6
LOC_Os02g53130,OsNIA1|OsNia1|OsNR2
LOC_Os02g53140,COP1|PPS
LOC_Os02g53160,OsPFA-DSP2
LOC_Os02g53180,OsACO3
LOC_Os02g53200,Gns1
LOC_Os02g53490,MTP8.2
LOC_Os02g53520,K16
LOC_Os02g53670,CTMyb1
LOC_Os02g53680,OsRPA1a
LOC_Os02g53690,OsGRF1|rhd1
LOC_Os02g53720,OsER2
LOC_Os02g54160,OsEREBP1
LOC_Os02g54254,OsLKR|SDH
LOC_Os02g54600,OsMKK4|LARGE11
LOC_Os02g55080,HDR1
LOC_Os02g55570,OsSGO1
LOC_Os02g55890,OVP3
LOC_Os02g55910,OsMGD|OsMGD2
LOC_Os02g56100,RNRL2
LOC_Os02g56120,OsIAA9
LOC_Os02g56130,OsPCNA|PCNA
LOC_Os02g56140,OsbHLH107
LOC_Os02g56460,OsCCR1
LOC_Os02g56500,OsSEC24
LOC_Os02g56510,OsPHO1;2
LOC_Os02g56540,STD1
LOC_Os02g56610,BLS1|BSG1|OsG1L6|TH1|AFD1
LOC_Os02g56850,OsGR2|RGRC2
LOC_Os02g56920,OsGL1-6
LOC_Os02g57040,FDH
LOC_Os02g57190,osmyoXIB
LOC_Os02g57240,KOB1
LOC_Os02g57250,OsIAA10
LOC_Os02g57260,Osl57
LOC_Os02g57270,RTBP1
LOC_Os02g57280,OsCBSX3
LOC_Os02g57290,CYP97A4
LOC_Os02g57370,OsDHHC1|OsPAT15
LOC_Os02g57400,OsLpa1
LOC_Os02g57490,DH1
LOC_Os02g57520,PTC2
LOC_Os02g57530,ETR3
LOC_Os02g57720,RWC3|OsPIP1;3
LOC_Os02g58080,OsSUT4
LOC_Os02g58220,OsRPA2|OsRPA32-1
LOC_Os02g58350,OsRR3
LOC_Os02g58490,OsAGO1c
LOC_Os02g58500,PLA2-I
LOC_Os02g58590,GnT1
LOC_Os02g58730,OsRacD|OsRac5
LOC_Os03g01120,OsA8
LOC_Os03g01230,SDRP
LOC_Os03g01300,Ltp1
LOC_Os03g01320,qLTG3-1
LOC_Os03g01590,PAIR1
LOC_Os03g01650,Orys1
LOC_Os03g01700,Lsi2|OsLsi2
LOC_Os03g01740,Orysa; EL2
LOC_Os03g01750,OsSEX4
LOC_Os03g01770,OsACR2.2
LOC_Os03g01830,OsBIRH1|TCD33
LOC_Os03g01890,OSHB1|LF1
LOC_Os03g02010,OsDRM2
LOC_Os03g02050,LTP2|nsLTP2
LOC_Os03g02160,Ehd4
LOC_Os03g02180,OsF5HL2
LOC_Os03g02200,TK
LOC_Os03g02650,HYR
LOC_Os03g02680,cdc2Os-1|CDKA1
LOC_Os03g02800,RIM1|ONAC054
LOC_Os03g02970,OsDCL1a
LOC_Os03g03034,OsF3H
LOC_Os03g03070|LOC_Os03g03100,OsMADS50|OsSOC1|DTH3
LOC_Os03g03150,OsCCS52A|TAD|TE
LOC_Os03g03164,KNAT7
LOC_Os03g03370,DSM2
LOC_Os03g03540,OsSWN5
LOC_Os03g03660,OsCDPK1|OsCDPK13|OsCDPK11|OsCPK11|OsCDPK12
LOC_Os03g03720,GADPH|OsGAPB
LOC_Os03g03810,OsDEF8
LOC_Os03g03900,OsNLP1
LOC_Os03g03910,OsCATC|noe1
LOC_Os03g03920,OsDSK2a
LOC_Os03g03990,OscpSRP43|PGL3
LOC_Os03g04020,EXPLA1
LOC_Os03g04060,chi11
LOC_Os03g04070,ONAC022
LOC_Os03g04110,CEBiP|OsCEBiP
LOC_Os03g04120,OsACS
LOC_Os03g04310,RAI1
LOC_Os03g04340,Ossmt2-1
LOC_Os03g04360,OsPht1;7|OsPT7
LOC_Os03g04660,CYP96B5|WSL5
LOC_Os03g04680,OsCYP96B4|BSH1|SD37
LOC_Os03g04920,OsMRP5
LOC_Os03g05020,LPL2
LOC_Os03g05040,MEICA1
LOC_Os03g05160,OsGATA10
LOC_Os03g05310,OsPAO
LOC_Os03g05334,OsIPS1
LOC_Os03g05390,Z3
LOC_Os03g05420,OsMTA3
LOC_Os03g05510,CRL1|ARL1
LOC_Os03g05590,OsAP23
LOC_Os03g05610,OsPht1;12|OsPT12
LOC_Os03g05620,OsPht1;1|OsPT1
LOC_Os03g05640,OsPht1;2|OsPT2
LOC_Os03g05680,Se14
LOC_Os03g05730,OsCDC48
LOC_Os03g05806,TCD3
LOC_Os03g05880,AUMO1
LOC_Os03g06090,OsZNL
LOC_Os03g06120,OsMCA1|PAD|OsDMT1
LOC_Os03g06410,OsEDR1|OsACDR1|OsMAPKKK1|SPL3
LOC_Os03g06620,OsARD|OsARD2
LOC_Os03g06630,OsHSFA2d|OsHSF7
LOC_Os03g06654,OsFMO|OsCOW1|NAL7
LOC_Os03g06740,OsGR1
LOC_Os03g06930,OsBLH6
LOC_Os03g06940,OsBGal1
LOC_Os03g07080,OsCCR4b
LOC_Os03g07130,OsRMR1
LOC_Os03g07140,DPW
LOC_Os03g07220,FLO10
LOC_Os03g07250,CYP704B2
LOC_Os03g07300,RPE
LOC_Os03g07360,OsDof12|OsCDF1
LOC_Os03g07370,WSL9
LOC_Os03g07430,OsRLCK102
LOC_Os03g07480,OsSUT1
LOC_Os03g07510,PGL1
LOC_Os03g07530,OsFBK12
LOC_Os03g07540,OsbHLH153
LOC_Os03g07920,BG1
LOC_Os03g08170,GUDK
LOC_Os03g08220,OsLOX2
LOC_Os03g08280,OsPAA1
LOC_Os03g08310,OsJAZ9|OsTIFY11a
LOC_Os03g08330,OsJAZ10
LOC_Os03g08360,ONI1
LOC_Os03g08460,OsEBP-89|OsEBP89
LOC_Os03g08470,OsRAF|OsLG3
LOC_Os03g08470,OsSTAP1
LOC_Os03g08480,OsBP-73
LOC_Os03g08500,OsBIERF4
LOC_Os03g08570,OsPDS
LOC_Os03g08640,OsORC2
LOC_Os03g08754,OsMDP1
LOC_Os03g08790,OsAP25
LOC_Os03g08850,OsAFB6
LOC_Os03g08900,OsMATE1
LOC_Os03g08930,OsbHLH96
LOC_Os03g09140,OsRab6a
LOC_Os03g09220,OsBIPP2C1
LOC_Os03g09250,OsINO1-1|OsINO1
LOC_Os03g09910,OsALD1
LOC_Os03g10140,OsIDD1
LOC_Os03g10210,HOX12|Oshox12
LOC_Os03g10620,HTD2|D88|D14
LOC_Os03g10750,SPL35
LOC_Os03g10940,CK2alpha3
LOC_Os03g11100,GOT1B|GLUP2
LOC_Os03g11420,Os3BGlu6
LOC_Os03g11540,OsRPA1|OsRPA70b
LOC_Os03g11550,MODD
LOC_Os03g11600,DL
LOC_Os03g11614,OsLG3b|OsMADS1|LHS1|AFO
LOC_Os03g11670,OsPPR676
LOC_Os03g11734,OsFRDL1
LOC_Os03g11900,OsMST4
LOC_Os03g11960,OsCSD3
LOC_Os03g12030,WSL4|CUT1L|HMS1
LOC_Os03g12290,GLN1;2|GS1;2|OsGS1;2
LOC_Os03g12350,OsRR21
LOC_Os03g12390,OsMKK10-2|MPKK10.2
LOC_Os03g12414,SDS|OsSDS
LOC_Os03g12470,OsWAK25
LOC_Os03g12500,OsAOS2
LOC_Os03g12530,OsMTP8.1
LOC_Os03g12570,OsCMT3b
LOC_Os03g12660,OsDWARF4|CYP90B2
LOC_Os03g12730,OsBRR1
LOC_Os03g12820,OsSRO1c|BOC1
LOC_Os03g12840,DSM3|OsITPK2
LOC_Os03g13010,TUD1|DSG1|ELF1
LOC_Os03g13170,UBQ
LOC_Os03g13210,POXN|prx38
LOC_Os03g13274,NRT1|OsNRT1|OsNRT1.1
LOC_Os03g13300,GAD3
LOC_Os03g13370,OsAPC6
LOC_Os03g13390,OsDMAS1
LOC_Os03g13400,LPA1
LOC_Os03g13590,OsTITANIA
LOC_Os03g13740,OsPUB41
LOC_Os03g13740,OsUPS
LOC_Os03g13810,OsPE
LOC_Os03g13850,OsRAD17
LOC_Os03g14000,OsACBP5
LOC_Os03g14120,SCB3
LOC_Os03g14180,Oshsp26
LOC_Os03g14310,Sc
LOC_Os03g14370,OsACR9
LOC_Os03g14450,OsEno2
LOC_Os03g14669,OsHAP5C
LOC_Os03g14840,OsWAG
LOC_Os03g14850,OsMADS72|qSTL3
LOC_Os03g14950,OspPLAIIIalpha
LOC_Os03g14980,ASPR2|OsTPR2
LOC_Os03g15290,ATG6C
LOC_Os03g15350,OsHrd3
LOC_Os03g15360,LAR
LOC_Os03g15370,UbL402
LOC_Os03g15460,PLA2-II
LOC_Os03g15650,GLUP6|GEF
LOC_Os03g15680,OsNSP2
LOC_Os03g15710,OsSTRL2
LOC_Os03g15780,OASA2
LOC_Os03g15840,PLS2
LOC_Os03g15880,OsCOI2
LOC_Os03g15950,OsEno3
LOC_Os03g16030,OsHsp18.0-CI|Oshsp18.0|OsMSR3
LOC_Os03g16040,OsHSP17.7
LOC_Os03g16110,OsPP1c
LOC_Os03g16140,OsDGD2Î²
LOC_Os03g16150,OsVTC1-3|OsMPG3
LOC_Os03g16570,OsSDIR1
LOC_Os03g16740,OsRLCK107
LOC_Os03g16900,OsGDI3
LOC_Os03g16950,OsDUF26|OsCRRSP55
LOC_Os03g16980,UXS
LOC_Os03g17310,osECA1
LOC_Os03g17350,Rcn1|OsABCG5
LOC_Os03g17470,OsGSTL2
LOC_Os03g17570,OsCCT11
LOC_Os03g17610,OsTOP6A3
LOC_Os03g17690,OsAPX1|APXa
LOC_Os03g17700,OsMSRMK2|OsMAP1|OsMPK5|OsMAPK2|OsMAPK5|OsBIMK1|OsMPK3
LOC_Os03g17790,OsRCI2-5
LOC_Os03g18070,OsFAD7
LOC_Os03g18130,OsASN1|OsAS1
LOC_Os03g18200,OsERdj3A
LOC_Os03g18220,OsPDC2
LOC_Os03g18360,OsETOL1
LOC_Os03g18480,OsTDF1
LOC_Os03g18550,MIT
LOC_Os03g18710,OsSCAR2
LOC_Os03g18810,OsAGD2
LOC_Os03g18820,OsXXT1
LOC_Os03g18850,JIOsPR10|OsPR10
LOC_Os03g19010,OsPEX11
LOC_Os03g19020,OsHIRP1
LOC_Os03g19080,SSD1
LOC_Os03g19120,OsP1
LOC_Os03g19280,OsASL1
LOC_Os03g19380,OsCP12
LOC_Os03g19420,OsNAS2
LOC_Os03g19427,OsNAS1
LOC_Os03g19480,OsiEZ1|OsSET1|SDG718
LOC_Os03g19510,OsClpP5
LOC_Os03g19520,SRL2|AVB|NRL2|NRL3
LOC_Os03g19590,PHYB|OsphyB
LOC_Os03g19610,OsPME1
LOC_Os03g20020,OsNIN1
LOC_Os03g20090,Osmyb2
LOC_Os03g20120,OsGolS1
LOC_Os03g20300,OsG6PDH5
LOC_Os03g20310,OsbZIP28|OsbZIP1
LOC_Os03g20370,OsCam1-1
LOC_Os03g20380,OsCK1|OsCIPK31|CIPK03
LOC_Os03g20460,v2
LOC_Os03g20550,OsWRKY55|WRKY55a|WRKY55b
LOC_Os03g20680,OsLEA3-2
LOC_Os03g20700,OsCHLH
LOC_Os03g20790,OsEIL1|MHZ6
LOC_Os03g20910,WOX6
LOC_Os03g21060,OsNAP
LOC_Os03g21080,OsSPK1
LOC_Os03g21210,OsGLU1|OsGH9A1
LOC_Os03g21240,OsPHR1|PHR1
LOC_Os03g21370,CS3
LOC_Os03g21400|LOC_Os03g21419,CYP714B2
LOC_Os03g21460,OsGLYII2
LOC_Os03g21540,DRUS1|FLR1
LOC_Os03g21800,RF2b|OsbZIP30
LOC_Os03g22400,OsFUG1
LOC_Os03g22450,OsRad9
LOC_Os03g22510,OsSIN|ACE1
LOC_Os03g22600,WIN1
LOC_Os03g22680,OsSRFP1|SDEL2
LOC_Os03g22770,OsP|OsBBX9
LOC_Os03g22780,OsDVR
LOC_Os03g22810,SodCc7|OsSOD1
LOC_Os03g22890,OsNug2
LOC_Os03g24040,OsDIS1
LOC_Os03g24220,VLN2
LOC_Os03g24240,OsIPT2
LOC_Os03g24380,OsPHGPX
LOC_Os03g24600,OsMSR1
LOC_Os03g24930,OsBBS1|OsRLCK109|LMM24
LOC_Os03g25070,OsCBK
LOC_Os03g25120,OsHsfB4d
LOC_Os03g25350,OsLTPL36
LOC_Os03g25390,OsNPSN12
LOC_Os03g26210,OsIRO3|OsOsbHLH063
LOC_Os03g26820,OsLTPL1
LOC_Os03g26870,SRWD5
LOC_Os03g26970,OsTT1|OsPAB1
LOC_Os03g27280,SAPK1|OsSAPK1
LOC_Os03g27390,OsbHLH138
LOC_Os03g27610,OsMATL
LOC_Os03g27770,OsHO2|HO2|OsYLC2
LOC_Os03g29250,OsSPX5
LOC_Os03g29260,EF-1beta2
LOC_Os03g29480,OsNSP1
LOC_Os03g29614,Osmyb3|SG3
LOC_Os03g29630,OsELS2
LOC_Os03g29760,OsHAP2E
LOC_Os03g29810,VYL|NAL9
LOC_Os03g29980,ACR7
LOC_Os03g30092,OsHCF222
LOC_Os03g30250,BC1
LOC_Os03g30420,GL3.2
LOC_Os03g30470,RCH10
LOC_Os03g31150,OsAL1
LOC_Os03g31750,OsPPDKA
LOC_Os03g31880,OsSHR2
LOC_Os03g32220,OsDRZ1
LOC_Os03g32230,BSR-D1|ZFP36
LOC_Os03g32270,D14L
LOC_Os03g32314,OsAOC
LOC_Os03g32580,OsI-BAK1
LOC_Os03g33090,Os-LBD37
LOC_Os03g33650,OsAGO7|shl4|SHO2
LOC_Os03g36540,Chl9|OsChlI
LOC_Os03g36930,OsRH34
LOC_Os03g37490,PEZ1
LOC_Os03g37840,OsHAK16
LOC_Os03g37930,OsHAK21|qSE3
LOC_Os03g37960,OsACBP3
LOC_Os03g37970,OsiBBC1
LOC_Os03g37984,OsPAR1
LOC_Os03g38210,OsGAMYBL2
LOC_Os03g38610,OsMADS87
LOC_Os03g38740,OsDCL2a
LOC_Os03g38990,RLS3|OsPLS2
LOC_Os03g39000,OsIMP
LOC_Os03g39610,LHCB|LHCPII
LOC_Os03g39710,OsMST2
LOC_Os03g40020,YSA
LOC_Os03g40270,OsUAM1
LOC_Os03g40540,OsDWARF|OsBRD1
LOC_Os03g40550,OsFLN2|HSA1
LOC_Os03g40920,RMtATP6
LOC_Os03g41060,GASR2
LOC_Os03g41390,OsMSR15
LOC_Os03g41460,SAPK10
LOC_Os03g42110,OsAGPR
LOC_Os03g42750,OsSEC3A
LOC_Os03g43400,OsIAA11
LOC_Os03g43410,OsIAA12
LOC_Os03g43480,RGG1
LOC_Os03g43670,OsCR4|MIS2
LOC_Os03g43810,OsPIL12
LOC_Os03g43840,OsLSD2
LOC_Os03g43860,OsVPS2
LOC_Os03g43890,OsMSI1
LOC_Os03g43930,OSHB4|OsHox32
LOC_Os03g43990,GRP162
LOC_Os03g44000,OsLTPx1
LOC_Os03g44020,OsPIDb
LOC_Os03g44070,Rim2
LOC_Os03g44150,OsOAT
LOC_Os03g44200,ATG6B
LOC_Os03g44230,OsProT|ProT
LOC_Os03g44380,OsNCED3
LOC_Os03g44420,FtsZ2-1
LOC_Os03g44500,GL3.1|qGL3-1|qGL3|OsPPKL1
LOC_Os03g44710,OsSh1
LOC_Os03g44760,OsAM1
LOC_Os03g44810,OsNLA2
LOC_Os03g45194,NOL
LOC_Os03g45320,OsIPMDH
LOC_Os03g45370,OsCCX2
LOC_Os03g45400,OsNUS1|V1
LOC_Os03g45410,OsTBP2
LOC_Os03g45420,OsPUB24
LOC_Os03g45920,OsTUB8
LOC_Os03g46060,OsLP|PR-5
LOC_Os03g46070,TLP|PR5
LOC_Os03g46100,FLOC1
LOC_Os03g46330,CRL4|OsGNOM1
LOC_Os03g46340,OsSWAP70A
LOC_Os03g46440,NH3|OsNPR3
LOC_Os03g46454,OsIRT2
LOC_Os03g46470,OsIRT1
LOC_Os03g46610,DDX47|TOGR1
LOC_Os03g46650,RGB1|OsRGB1
LOC_Os03g47010,OsXYN1
LOC_Os03g47016,OSH10
LOC_Os03g47140,OsGRF9
LOC_Os03g47280,OsVQ13
LOC_Os03g47740,OsBIHD1
LOC_Os03g47800,OsRZ3
LOC_Os03g48000,OsMGT3
LOC_Os03g48040,OsFdC2
LOC_Os03g48170,FLO6
LOC_Os03g48180,OsNPF2.4
LOC_Os03g48270,OsCPK9
LOC_Os03g48740,OsIAGLU|OsIAAGLU|OsIAGT1
LOC_Os03g48970,OsNF-YA4
LOC_Os03g49260,OsLOX3|LOX3
LOC_Os03g49380,OsLOX1
LOC_Os03g49500,Os-ERS1
LOC_Os03g49510,OsPIPK1
LOC_Os03g49600,Os3BGlu7
LOC_Os03g49610,Os3BGlu8
LOC_Os03g49620,TMS10L
LOC_Os03g49800,OsPIP5K1
LOC_Os03g49880,OsTB1|FC1|SCM3
LOC_Os03g49900,OsRHC1|LE
LOC_Os03g49990,SLR1|OsGAI
LOC_Os03g50140,OsUCL8
LOC_Os03g50220|LOC_Os03g50230,OsHOP2
LOC_Os03g50250,OsBiP2|Bip2
LOC_Os03g50290,GF14f
LOC_Os03g50310,OsCOL10
LOC_Os03g50320,OsPI4K1
LOC_Os03g50490,OsGS1;3|OsGLN1;3
LOC_Os03g50560,PIBP1
LOC_Os03g50740,OsTVLP1
LOC_Os03g50780,TIP3
LOC_Os03g50810,OsTMK
LOC_Os03g50860,OHK4
LOC_Os03g50885,OsACT1|OsActin-1
LOC_Os03g50940,COX11|OsCOX11
LOC_Os03g50980,OsSIZ2
LOC_Os03g51030,PHYA|OsPhyA
LOC_Os03g51200,H2AX
LOC_Os03g51230,OsDDM1b
LOC_Os03g51330,OsGRAS19|OsSCL7
LOC_Os03g51510,OsRpl6-1
LOC_Os03g51550,OsWDR5a|OsWDR5
LOC_Os03g51600,OsTubA1
LOC_Os03g51660,TAC3
LOC_Os03g51690,OSH1|Oskn1
LOC_Os03g51710,OSH3
LOC_Os03g51740,OsACS1
LOC_Os03g51840,OsNPPR3|FLO14
LOC_Os03g51920,OsEGY3
LOC_Os03g51970,OsGRF6
LOC_Os03g52170,OsHDR|OsHMBPP
LOC_Os03g52320,MKB3
LOC_Os03g52340,OsEro1
LOC_Os03g52460,OsAPL1|OsAGPL3|OsAGPL1
LOC_Os03g52630,OsGH9A3
LOC_Os03g52650,OsKNOLLE
LOC_Os03g52690,OsCBSX4
LOC_Os03g52700,OsHOS1
LOC_Os03g52760,OsMIK
LOC_Os03g52840,OsSHM1|OsSHMT1
LOC_Os03g52860,L-2
LOC_Os03g53020,OsbHLH148
LOC_Os03g53150,OsIAA13|OsiIAA1
LOC_Os03g53320,OsML1
LOC_Os03g53500,OsSUV3|SUV3
LOC_Os03g53650,OsOASTL-A1
LOC_Os03g53960,OsHXA701|HXA701
LOC_Os03g54000,OPT|OsOPT7
LOC_Os03g54084,PHYC
LOC_Os03g54091,OsSPO11-1|OsTOP6A1
LOC_Os03g54100,OsTPKa
LOC_Os03g54160,OsMADS14
LOC_Os03g54170,OsMADS34|PAP2
LOC_Os03g54770,OsCstF50|OsWD40-93
LOC_Os03g54790,OsALS1
LOC_Os03g55040,GSA1
LOC_Os03g55090,Pho1
LOC_Os03g55150,EIF5
LOC_Os03g55164,OsWRKY4
LOC_Os03g55200,OsORC5
LOC_Os03g55240,bel|CYP81A6|bsl
LOC_Os03g55290,OsGASR1
LOC_Os03g55320,OsBIERF1|OsPP2C34
LOC_Os03g55389,Hd6|CK2
LOC_Os03g55490,OspCKII
LOC_Os03g55600,OsSAPK8|SAPK8
LOC_Os03g55610,SP3|OsDOF15
LOC_Os03g55730,CysR10|crP10
LOC_Os03g55760,OsKANADI4
LOC_Os03g55800,OsAOS1
LOC_Os03g55850,Oscor413-pm1
LOC_Os03g55930,WGL2
LOC_Os03g56110,OSH43
LOC_Os03g56460,PGI1
LOC_Os03g56790,OsADF2
LOC_Os03g56800,OsCBSIMPDH1|OsCBSIMPDH1a|OsCBSIMPDH1b
LOC_Os03g56820,OsFAH2
LOC_Os03g56950,OsPIL13|OsPIL1
LOC_Os03g57120,FNR
LOC_Os03g57220,GLO1
LOC_Os03g57240,DST
LOC_Os03g57310,OsSYP121
LOC_Os03g57450,OsCPK10
LOC_Os03g57660|LOC_Os03g57670,PLA3|OsLBD3-7|OsLBD37
LOC_Os03g57790,OsRad6
LOC_Os03g57900,OsiSAP7
LOC_Os03g57940,CKI|EL1|Hd16
LOC_Os03g58040,OsGDH1
LOC_Os03g58160,OsHsfA2e
LOC_Os03g58250,REB
LOC_Os03g58300,OsIGL|OsIgl
LOC_Os03g58390,OsSIRP2
LOC_Os03g58400,OsMet1-1|OsMET1a
LOC_Os03g58420,OsWRKY6
LOC_Os03g58520,OsRTH3
LOC_Os03g58540,TSV3
LOC_Os03g58570,OsPHF1L
LOC_Os03g58600,MEL1
LOC_Os03g58630,OsTrxh4
LOC_Os03g58790,OsAAA-ATPase1
LOC_Os03g59040,SQS
LOC_Os03g59060,OsPP2A-2
LOC_Os03g59290,OsSMT1-2
LOC_Os03g59610,OsABA2
LOC_Os03g59640,Chl1|OsChlD
LOC_Os03g60080,OsNAC19|SNAC1|OsNAC9
LOC_Os03g60110,SPIN1
LOC_Os03g60190,OsALKBH1
LOC_Os03g60370,OsPHY2
LOC_Os03g60430,OsIDS1
LOC_Os03g60509,gh1|OsCHI
LOC_Os03g60560,ZFP182|ZOS3-21
LOC_Os03g60570,ZFP15
LOC_Os03g60580,OsADF3
LOC_Os03g60650,XB15|PP2C
LOC_Os03g60710,OsRLCK118
LOC_Os03g60720,OsEXPA7
LOC_Os03g60910,OspTAC2
LOC_Os03g61050,OsDEX1
LOC_Os03g61120,OASA1
LOC_Os03g61130,OsNPC1
LOC_Os03g61200,OsSPX4
LOC_Os03g61440,OsFWL4
LOC_Os03g61570,OsGATA12
LOC_Os03g61670,CRT
LOC_Os03g61750,OsTRM13
LOC_Os03g61760,SPL6
LOC_Os03g61829,OsHAD1
LOC_Os03g61930,OsACBP6
LOC_Os03g61950,GPA3
LOC_Os03g61990,OsRZ1
LOC_Os03g62110,OsNaPRT1
LOC_Os03g62480,OsUGT706C2
LOC_Os03g62500,qTGW3|TGW3|GL3.3|OsGSK5|OsSK41
LOC_Os03g62650,Os-CASTOR
