"INDEX","CROSS","SITE","EFF","SE","TRAIT"
578,"add","CLMB",0.183967812589941,0.249409408847576,"PRM"
578,"add","KBSM",-0.581901816472184,0.227541223976187,"PRM"
578,"add","KING",0.335137024383319,0.253871970916078,"PRM"
578,"add","LINC",-0.374377366349716,0.244651435477891,"PRM"
578,"add","MNHT",-0.240994768141681,0.283728995358322,"PRM"
578,"add","OVTN",-0.347315677194361,0.258841995570041,"PRM"
578,"add","PKLE",-0.0509042583653742,0.322098358366448,"PRM"
578,"add","STIL",-0.575378242106351,0.309548649002361,"PRM"
578,"add","TMPL",-0.293226375284999,0.22889831114234,"PRM"
578,"add2","BRKG",0.0278003870321364,0.26471848163207,"PRM"
578,"add2","CLMB",-0.104236421107068,0.247817662871879,"PRM"
578,"add2","KBSM",0.120320107101145,0.225593214408808,"PRM"
578,"add2","KING",-0.220279925052497,0.251762176057894,"PRM"
578,"add2","LINC",-0.177398755451061,0.242678641177013,"PRM"
578,"add2","MNHT",0.0582228967390906,0.283141254034678,"PRM"
578,"add2","OVTN",-0.400705590450449,0.256924581290953,"PRM"
578,"add2","PKLE",-0.44887273651322,0.320246223508827,"PRM"
578,"add2","STIL",-0.201835290342072,0.308371669716971,"PRM"
578,"add2","TMPL",-0.389806085471653,0.226773437270899,"PRM"
578,"dom","BRKG",NA,NA,"PRM"
578,"dom","CLMB",NA,NA,"PRM"
578,"dom","KBSM",NA,NA,"PRM"
578,"dom","KING",NA,NA,"PRM"
578,"dom","LINC",NA,NA,"PRM"
578,"dom","MNHT",NA,NA,"PRM"
578,"dom","OVTN",NA,NA,"PRM"
578,"dom","PKLE",NA,NA,"PRM"
578,"dom","STIL",NA,NA,"PRM"
578,"dom","TMPL",NA,NA,"PRM"
650,"add","BRKG",-0.123862524161096,0.0985225684381757,"SEC"
650,"add","CLMB",-0.156397335517409,0.121625244108458,"SEC"
650,"add","KBSM",-0.0775554416721504,0.111196070386008,"SEC"
650,"add","KING",-0.00501024129994153,0.0983209284453688,"SEC"
650,"add","LINC",-0.368676911260098,0.0942208891899952,"SEC"
650,"add","MNHT",-0.108977217163985,0.119997378882844,"SEC"
650,"add","OVTN",-0.154658447800743,0.0978365938195615,"SEC"
650,"add","PKLE",-0.455175631147209,0.138060944545047,"SEC"
650,"add","STIL",-0.0386784287874078,0.12259569413251,"SEC"
650,"add","TMPL",0.0786096271058733,0.0843134180561516,"SEC"
650,"add2","BRKG",-0.14860954040538,0.0991144045487073,"SEC"
650,"add2","CLMB",0.060376363595032,0.122638973565865,"SEC"
650,"add2","KBSM",-0.123308668137253,0.111493209570763,"SEC"
650,"add2","KING",-0.367330159090648,0.0990610948627903,"SEC"
650,"add2","LINC",-0.242995134380803,0.0950038042761302,"SEC"
650,"add2","MNHT",0.0311424465318371,0.120988728790626,"SEC"
650,"add2","OVTN",-0.412214363529989,0.0985561264961237,"SEC"
650,"add2","PKLE",-0.272351026832601,0.138479427072966,"SEC"
650,"add2","STIL",-0.220966802719053,0.122950583364414,"SEC"
650,"add2","TMPL",-0.193181353547039,0.0849714261024179,"SEC"
